Date,Country,City,Specie,count,min,max,median,variance
1/2/2018,IN,Chandigarh,co,4,5.1,10.9,6.9,58.76
1/2/2018,IN,Chandigarh,o3,3,10.6,13.9,11.4,29.63
1/2/2018,IN,Chandigarh,so2,4,4.9,6.1,5.3,3.6
1/2/2018,IN,Chandigarh,no2,4,9.6,10.7,9.6,2.97
1/3/2018,IN,Chandigarh,co,4,1.5,4.4,2.6,17.69
1/3/2018,IN,Chandigarh,o3,3,13.9,18.3,17.9,59.2
1/3/2018,IN,Chandigarh,so2,4,3.7,6.1,4.5,10.13
1/3/2018,IN,Chandigarh,no2,4,9.2,10.3,9.9,2.09
1/4/2018,IN,Chandigarh,co,13,4.6,11.3,5.8,46.27
1/4/2018,IN,Chandigarh,o3,13,1.3,11.8,4.5,159.1
1/4/2018,IN,Chandigarh,so2,13,2.5,5.7,4.9,11.36
1/4/2018,IN,Chandigarh,no2,13,9.6,12.1,10.3,9.16
1/4/2018,IN,Chandigarh,pm25,13,151,256,199,8430.26
1/5/2018,IN,Chandigarh,co,24,4.4,12.3,5.7,48.1
1/5/2018,IN,Chandigarh,o3,24,1.7,14.7,4.1,108.65
1/5/2018,IN,Chandigarh,so2,24,1.7,3.7,2.9,3.82
1/5/2018,IN,Chandigarh,no2,24,8.8,9.9,9.9,2.68
1/5/2018,IN,Chandigarh,pm25,24,168,262,217,10724.1
1/6/2018,IN,Chandigarh,co,24,5.1,9.1,6.6,7.88
1/6/2018,IN,Chandigarh,o3,24,1.3,27.7,2.5,672.26
1/6/2018,IN,Chandigarh,so2,24,1.7,5.3,2.5,9.36
1/6/2018,IN,Chandigarh,no2,24,8.5,9.2,8.8,0.38
1/6/2018,IN,Chandigarh,pm25,24,5,257,177,24347.2
1/7/2018,IN,Chandigarh,co,24,2.9,8.2,4.7,22.58
1/7/2018,IN,Chandigarh,o3,24,1.3,43.4,10.6,1888.87
1/7/2018,IN,Chandigarh,so2,24,0.5,7.3,2.1,21.14
1/7/2018,IN,Chandigarh,no2,24,8.8,9.2,8.8,0.41
1/7/2018,IN,Chandigarh,pm25,24,115,193,167,3572.97
1/8/2018,IN,Chandigarh,co,24,2.2,9.4,5.5,56.95
1/8/2018,IN,Chandigarh,o3,24,2.1,45.6,17.9,1639.56
1/8/2018,IN,Chandigarh,so2,24,1.3,9.4,2.5,28.75
1/8/2018,IN,Chandigarh,no2,24,8.8,11,9.2,9.42
1/8/2018,IN,Chandigarh,pm25,24,139,181,162,1247.37
1/9/2018,IN,Chandigarh,co,24,1.9,8.5,4.6,30.54
1/9/2018,IN,Chandigarh,o3,24,2.1,44.8,18.3,1419.6
1/9/2018,IN,Chandigarh,so2,22,0.9,36.5,2.9,1101.27
1/9/2018,IN,Chandigarh,no2,24,10.7,13.6,11,11
1/9/2018,IN,Chandigarh,pm25,24,129,239,168,6829.55
1/10/2018,IN,Chandigarh,co,24,2.4,12.9,6.6,62.58
1/10/2018,IN,Chandigarh,o3,24,1.7,43.7,17.1,1629.02
1/10/2018,IN,Chandigarh,so2,24,0.9,17.5,2.9,112.64
1/10/2018,IN,Chandigarh,no2,24,12.5,13.6,13.2,0.87
1/10/2018,IN,Chandigarh,pm25,24,121,266,167,7522.32
