Date,Country,City,Specie,count,min,max,median,variance
1/1/2019,IN,Chennai,humidity,92,27.1,96.4,56.7,3267.04
1/1/2019,IN,Chennai,so2,71,0.9,34.7,6.7,620.34
1/1/2019,IN,Chennai,no2,70,4.3,10.7,5.7,26.13
1/1/2019,IN,Chennai,wind-gust,12,9.2,9.2,9.2,0
1/1/2019,IN,Chennai,dew,67,16,18,17,3.51
1/1/2019,IN,Chennai,co,72,2.3,28.2,7.2,194.77
1/1/2019,IN,Chennai,temperature,92,19.5,28.1,23.4,66.02
1/1/2019,IN,Chennai,wind-speed,72,0,1.6,0.7,2.2
1/1/2019,IN,Chennai,o3,48,3.9,46.5,18.5,2140.73
1/1/2019,IN,Chennai,pm25,92,51,834,135,173206
1/1/2019,IN,Chennai,pressure,92,1016,1021,1018,21.7
1/2/2019,IN,Chennai,humidity,95,30.3,96.3,60.7,3019.72
1/2/2019,IN,Chennai,so2,70,0.5,28.4,6.1,401.24
1/2/2019,IN,Chennai,no2,72,3.9,12.8,6.1,27.24
1/2/2019,IN,Chennai,dew,66,17.5,19.5,18.5,3.77
1/2/2019,IN,Chennai,co,71,2.3,34.1,7.9,376.39
1/2/2019,IN,Chennai,temperature,96,20,29.1,24,73.93
1/2/2019,IN,Chennai,wind-speed,72,0,1.2,0.6,1.36
1/2/2019,IN,Chennai,o3,48,1.3,40.9,12.2,949.7
1/2/2019,IN,Chennai,pm25,95,44,201,117,19070.8
1/2/2019,IN,Chennai,pressure,96,1016,1020,1018,16.83
1/3/2019,IN,Chennai,humidity,96,31.7,96.5,68.6,4010.83
1/3/2019,IN,Chennai,so2,71,0.1,44.1,3.4,697.81
1/3/2019,IN,Chennai,no2,72,4.3,14.6,6.3,27.62
1/3/2019,IN,Chennai,dew,71,18,20,19,2.74
1/3/2019,IN,Chennai,co,72,2.2,24.5,9.4,188.89
1/3/2019,IN,Chennai,temperature,96,20.1,29.5,23.6,85.17
1/3/2019,IN,Chennai,wind-speed,72,0,1.8,0.6,2.15
1/3/2019,IN,Chennai,o3,48,1.9,46.6,9.3,1950.87
1/3/2019,IN,Chennai,pm25,95,72,263,161,10647
1/3/2019,IN,Chennai,pressure,96,1016,1020,1018,11.77
1/4/2019,IN,Chennai,humidity,96,33.4,96.5,67.1,4367.67
1/4/2019,IN,Chennai,so2,70,1.1,43.7,3.5,1007.26
1/4/2019,IN,Chennai,no2,72,3.8,14,5.9,45.22
1/4/2019,IN,Chennai,wind-gust,3,9.2,9.2,9.2,0
1/4/2019,IN,Chennai,dew,67,16.5,21,20,13
1/4/2019,IN,Chennai,co,72,2.3,28.7,6.6,339.7
1/4/2019,IN,Chennai,temperature,96,21,29.6,24,82.56
1/4/2019,IN,Chennai,wind-speed,72,0,1.7,0.7,2.19
1/4/2019,IN,Chennai,o3,48,2.4,40.2,19,1850.72
1/4/2019,IN,Chennai,pm25,96,23,311,153,24593.7
1/4/2019,IN,Chennai,pressure,96,1016,1020,1017,15.12
1/5/2019,IN,Chennai,humidity,96,33.5,96.5,66.6,3770.68
1/5/2019,IN,Chennai,so2,72,0.7,26.3,3.4,388.91
