Date,Country,City,Specie,count,min,max,median,variance
1/1/2017,IN,Chennai,no2,73,1.5,20.6,7.7,190.91
1/1/2017,IN,Chennai,co,73,1.5,10.9,3.8,99.87
1/1/2017,IN,Chennai,so2,73,0.6,35.9,2.9,462.95
1/1/2017,IN,Chennai,pm25,97,9,185,108,19678
1/1/2017,IN,Chennai,o3,49,0.9,22.8,8.2,529.81
1/2/2017,IN,Chennai,no2,90,1.8,19.9,7,172.59
1/2/2017,IN,Chennai,co,90,1.1,10.5,7.1,98.09
1/2/2017,IN,Chennai,so2,90,0.5,48.2,2.7,997.04
1/2/2017,IN,Chennai,pm25,114,28,212,96,15191.9
1/2/2017,IN,Chennai,o3,66,0.9,17.3,8.2,357.14
1/3/2017,IN,Chennai,no2,96,2.6,70.8,7.7,522.08
1/3/2017,IN,Chennai,co,96,1.3,10.9,7.1,65.25
1/3/2017,IN,Chennai,so2,96,1.1,57.8,3.7,1777.54
1/3/2017,IN,Chennai,pm25,120,25,233,106,19148.9
1/3/2017,IN,Chennai,o3,72,0.5,27,7,511.74
1/4/2017,IN,Chennai,no2,96,2.6,22,7.4,224.82
1/4/2017,IN,Chennai,co,96,2.5,10,7.3,45.55
1/4/2017,IN,Chennai,so2,96,1.2,61.1,2.9,1823.91
1/4/2017,IN,Chennai,pm25,118,50,226,130,9652.47
1/4/2017,IN,Chennai,o3,72,0.5,30.9,7,678.23
1/5/2017,IN,Chennai,no2,96,1.5,21.7,8.5,254.34
1/5/2017,IN,Chennai,co,96,2.9,14.5,7.3,41.28
1/5/2017,IN,Chennai,so2,96,0.4,62.4,3.3,2824.41
1/5/2017,IN,Chennai,pm25,120,123,612,164,37871.9
1/5/2017,IN,Chennai,o3,72,0.5,27.5,13.5,793.21
1/6/2017,IN,Chennai,no2,96,1.9,126.8,9.6,3043.62
1/6/2017,IN,Chennai,co,96,2.9,14.9,6.7,35.4
1/6/2017,IN,Chennai,so2,96,0.9,77.5,1.7,3174.7
