Date,Country,City,Specie,count,min,max,median,variance
1/1/2018,IN,Bengaluru,no2,74,0.8,67.9,17.2,2378.56
1/1/2018,IN,Bengaluru,co,74,1.8,34.4,9.4,309.57
1/1/2018,IN,Bengaluru,pm10,24,38,113,56,3807.54
1/1/2018,IN,Bengaluru,o3,42,1.7,131.3,23.2,20503.3
1/1/2018,IN,Bengaluru,so2,71,0.5,3.3,1.7,4.74
1/1/2018,IN,Bengaluru,pm25,30,34,158,95,14148.7
1/2/2018,IN,Bengaluru,no2,113,2.9,63,16.1,1286.16
1/2/2018,IN,Bengaluru,co,113,0.2,23.9,9.6,238.96
1/2/2018,IN,Bengaluru,pm10,48,36,101,57,3693.12
1/2/2018,IN,Bengaluru,o3,65,2.5,102.7,13,9453.76
1/2/2018,IN,Bengaluru,so2,108,0.1,2.9,2.1,6.51
1/2/2018,IN,Bengaluru,pm25,65,70,162,95,6059.29
1/3/2018,IN,Bengaluru,no2,109,0.1,69.1,18.7,2185.12
1/3/2018,IN,Bengaluru,co,110,0.4,27.7,11.4,349.97
1/3/2018,IN,Bengaluru,pm10,38,12,121,52,4414.89
1/3/2018,IN,Bengaluru,o3,72,2.1,93.1,22,7496.38
1/3/2018,IN,Bengaluru,so2,109,0.1,2.9,1.4,4.55
1/3/2018,IN,Bengaluru,pm25,72,53,158,82,9319.65
1/4/2018,IN,Bengaluru,no2,120,0.8,60.6,18.7,1336.69
1/4/2018,IN,Bengaluru,co,117,0.2,22.1,10,264.71
1/4/2018,IN,Bengaluru,pm10,48,32,128,57,3764.61
1/4/2018,IN,Bengaluru,o3,72,4.1,89.5,26.9,6346.02
1/4/2018,IN,Bengaluru,so2,105,0.5,4.1,1.7,8.07
1/4/2018,IN,Bengaluru,pm25,72,50,157,90,7929.73
1/5/2018,IN,Bengaluru,no2,120,2.8,69.4,19.5,2585.12
1/5/2018,IN,Bengaluru,co,117,0.2,26.1,10.5,220.48
1/5/2018,IN,Bengaluru,pm10,46,41,137,60,4956.31
1/5/2018,IN,Bengaluru,o3,72,2.1,105.2,25.2,8476.04
1/5/2018,IN,Bengaluru,so2,108,0.5,6.7,2.5,9.68
1/5/2018,IN,Bengaluru,pm25,72,56,162,87,9772.39
1/6/2018,IN,Bengaluru,no2,120,0.4,86.3,19.1,3462.49
1/6/2018,IN,Bengaluru,co,120,0.4,28,9.8,257.11
1/6/2018,IN,Bengaluru,pm10,44,43,115,61,3283.48
1/6/2018,IN,Bengaluru,o3,72,2.5,81.9,32.9,5978.89
1/6/2018,IN,Bengaluru,so2,114,0.5,32,2.1,316.45
1/6/2018,IN,Bengaluru,pm25,72,54,169,93,13121.5
1/7/2018,IN,Bengaluru,no2,120,0.2,77.2,21.3,2510.16
1/7/2018,IN,Bengaluru,co,120,0.2,19.3,10.3,212.14
1/7/2018,IN,Bengaluru,pm10,45,48,127,63,4719.77
1/7/2018,IN,Bengaluru,o3,72,2.1,57.9,35.8,3305.27
1/7/2018,IN,Bengaluru,so2,111,0.5,55.5,2.1,1352.36
1/7/2018,IN,Bengaluru,pm25,72,70,167,114,6874.99
1/8/2018,IN,Bengaluru,no2,110,0.6,63.8,18.7,1276.25
1/8/2018,IN,Bengaluru,co,111,0.6,19.7,9.6,230.62
1/8/2018,IN,Bengaluru,pm10,47,31,104,58,2600.18
1/8/2018,IN,Bengaluru,o3,62,11,49.7,40.8,1404.32
