Date,Country,City,Specie,Value
3/2/2017,IN,Nagpur,no2,19.8
3/2/2017,IN,Nagpur,co,11.9
3/2/2017,IN,Nagpur,pm10,89
3/2/2017,IN,Nagpur,o3,34.6
3/2/2017,IN,Nagpur,so2,8.2
3/3/2017,IN,Nagpur,pm25,168
3/3/2017,IN,Nagpur,no2,23.8
3/3/2017,IN,Nagpur,co,16.4
3/3/2017,IN,Nagpur,pm10,89
3/3/2017,IN,Nagpur,o3,28.5
3/3/2017,IN,Nagpur,so2,5.7
3/4/2017,IN,Nagpur,pm25,165
3/4/2017,IN,Nagpur,no2,23.4
3/4/2017,IN,Nagpur,co,8.8
3/4/2017,IN,Nagpur,pm10,89
3/4/2017,IN,Nagpur,o3,38.4
3/4/2017,IN,Nagpur,so2,9.4
3/5/2017,IN,Nagpur,pm25,152
3/5/2017,IN,Nagpur,no2,15.9
3/5/2017,IN,Nagpur,co,5.7
3/5/2017,IN,Nagpur,pm10,73
3/5/2017,IN,Nagpur,o3,48.2
3/5/2017,IN,Nagpur,so2,8.6
3/6/2017,IN,Nagpur,pm25,145
3/6/2017,IN,Nagpur,no2,10.7
3/6/2017,IN,Nagpur,co,5.2
3/6/2017,IN,Nagpur,pm10,62
3/6/2017,IN,Nagpur,o3,48.7
3/6/2017,IN,Nagpur,so2,6.9
3/7/2017,IN,Nagpur,pm25,144
3/7/2017,IN,Nagpur,no2,13.5
3/7/2017,IN,Nagpur,co,8.1
3/7/2017,IN,Nagpur,pm10,67
3/7/2017,IN,Nagpur,o3,43.4
3/7/2017,IN,Nagpur,so2,6.3
3/8/2017,IN,Nagpur,pm25,155
3/8/2017,IN,Nagpur,no2,19.8
3/8/2017,IN,Nagpur,co,9.8
3/8/2017,IN,Nagpur,pm10,68
3/8/2017,IN,Nagpur,o3,18.3
3/8/2017,IN,Nagpur,so2,4.5
3/9/2017,IN,Nagpur,pm25,142
3/9/2017,IN,Nagpur,no2,19.1
3/9/2017,IN,Nagpur,co,10
3/9/2017,IN,Nagpur,pm10,69
3/9/2017,IN,Nagpur,o3,22.8
3/9/2017,IN,Nagpur,so2,4.5
3/10/2017,IN,Nagpur,pm25,140
3/10/2017,IN,Nagpur,no2,13.2
3/10/2017,IN,Nagpur,co,7.3
3/10/2017,IN,Nagpur,pm10,69
3/10/2017,IN,Nagpur,o3,31
3/10/2017,IN,Nagpur,so2,3.7
3/11/2017,IN,Nagpur,pm25,135
3/11/2017,IN,Nagpur,no2,11.3
3/11/2017,IN,Nagpur,co,4.4
3/11/2017,IN,Nagpur,pm10,64
3/11/2017,IN,Nagpur,o3,40.3
3/11/2017,IN,Nagpur,so2,3.9
3/12/2017,IN,Nagpur,pm25,117
3/12/2017,IN,Nagpur,no2,7.8
3/12/2017,IN,Nagpur,co,3.7
3/12/2017,IN,Nagpur,pm10,63
3/12/2017,IN,Nagpur,o3,46.5
3/12/2017,IN,Nagpur,so2,3
3/13/2017,IN,Nagpur,pm25,155
3/13/2017,IN,Nagpur,no2,11
3/13/2017,IN,Nagpur,co,5.8
3/13/2017,IN,Nagpur,pm10,68
3/13/2017,IN,Nagpur,o3,43.7
3/13/2017,IN,Nagpur,so2,13.7
3/14/2017,IN,Nagpur,pm25,155
3/14/2017,IN,Nagpur,no2,10.7
3/14/2017,IN,Nagpur,co,6.6
3/14/2017,IN,Nagpur,pm10,79
3/14/2017,IN,Nagpur,o3,43.1
3/14/2017,IN,Nagpur,so2,18.7
3/15/2017,IN,Nagpur,pm25,150
3/15/2017,IN,Nagpur,no2,11.4
3/15/2017,IN,Nagpur,co,7.3
3/15/2017,IN,Nagpur,pm10,74
3/15/2017,IN,Nagpur,o3,45.1
3/15/2017,IN,Nagpur,so2,25.6
3/16/2017,IN,Nagpur,pm25,151
3/16/2017,IN,Nagpur,no2,10.4
3/16/2017,IN,Nagpur,co,8.4
3/16/2017,IN,Nagpur,pm10,66
3/16/2017,IN,Nagpur,o3,46.2
3/16/2017,IN,Nagpur,so2,6.1
3/17/2017,IN,Nagpur,pm25,132
3/17/2017,IN,Nagpur,no2,20.1
3/17/2017,IN,Nagpur,co,8.3
3/17/2017,IN,Nagpur,pm10,60
3/17/2017,IN,Nagpur,o3,30.9
