Date,Country,City,Specie,count,min,max,median,variance
1/1/2018,IN,Kolkata,pm25,17,169,264,190,5552.5
1/2/2018,IN,Kolkata,pm25,23,162,406,237,48545.1
1/3/2018,IN,Kolkata,pm25,24,181,337,221,16753.6
1/4/2018,IN,Kolkata,pm25,24,190,409,219,29198.2
1/5/2018,IN,Kolkata,pm25,23,178,352,297,25049.7
1/6/2018,IN,Kolkata,pm25,24,163,516,290,127643
1/7/2018,IN,Kolkata,pm25,24,164,388,266,42332.4
1/8/2018,IN,Kolkata,pm25,24,204,380,271,23240.9
1/9/2018,IN,Kolkata,pm25,24,181,426,288,35218.2
1/10/2018,IN,Kolkata,pm25,23,191,537,289,134201
1/11/2018,IN,Kolkata,pm25,24,210,354,292,21443.2
1/12/2018,IN,Kolkata,pm25,24,288,484,340,28475.6
1/13/2018,IN,Kolkata,pm25,24,279,438,368,17105.6
1/14/2018,IN,Kolkata,pm25,24,230,470,416,57896.8
1/15/2018,IN,Kolkata,pm25,24,184,367,307,36469.4
1/16/2018,IN,Kolkata,pm25,22,184,688,413,198014
1/17/2018,IN,Kolkata,pm25,24,177,513,359,110624
1/18/2018,IN,Kolkata,pm25,24,187,459,312,60462.3
1/19/2018,IN,Kolkata,pm25,24,162,512,291,120264
1/20/2018,IN,Kolkata,so2,14,2.1,9.2,4.9,54.72
1/20/2018,IN,Kolkata,pm25,38,179,491,278,121693
1/20/2018,IN,Kolkata,co,14,5.8,37.4,9.4,820.73
1/20/2018,IN,Kolkata,pm10,14,110,559,144,174670
1/20/2018,IN,Kolkata,o3,13,0.7,43.6,16.6,3166.21
1/20/2018,IN,Kolkata,no2,14,8.2,36.1,17.7,1051.88
1/21/2018,IN,Kolkata,so2,24,1.5,6.4,2.8,16.75
1/21/2018,IN,Kolkata,pm25,47,166,584,366,212358
1/21/2018,IN,Kolkata,co,24,3.4,41.2,14.7,2076.65
1/21/2018,IN,Kolkata,pm10,24,101,592,200,340476
1/21/2018,IN,Kolkata,no2,24,11.1,40.4,27,1060.81
1/22/2018,IN,Kolkata,so2,24,0.7,6.1,3.3,28.48
1/22/2018,IN,Kolkata,pm25,48,161,327,236,22185.5
1/22/2018,IN,Kolkata,co,24,3.4,26.2,14.5,359.36
1/22/2018,IN,Kolkata,pm10,24,84,208,165,20232.2
1/22/2018,IN,Kolkata,no2,24,7.8,41.8,20.3,870.92
1/23/2018,IN,Kolkata,so2,24,1.5,34.8,3.4,607.01
1/23/2018,IN,Kolkata,pm25,45,160,410,258,75859.1
1/23/2018,IN,Kolkata,co,24,2.3,39.6,15.1,1456.24
1/23/2018,IN,Kolkata,pm10,23,79,526,196,158172
1/23/2018,IN,Kolkata,no2,24,3.6,43.2,26.8,1286.68
1/24/2018,IN,Kolkata,so2,24,0.9,26.6,5.5,425.04
1/24/2018,IN,Kolkata,pm25,48,168,362,206,25580.2
1/24/2018,IN,Kolkata,co,24,3.3,21.3,10.3,351.19
1/24/2018,IN,Kolkata,pm10,24,99,279,144,30748.4
1/24/2018,IN,Kolkata,no2,24,8.1,29.3,21.4,450.99
1/25/2018,IN,Kolkata,so2,24,3.9,15,6.2,96.08
1/25/2018,IN,Kolkata,pm25,48,155,288,185,8665
1/25/2018,IN,Kolkata,co,24,0.8,32.8,7.9,455.67
1/25/2018,IN,Kolkata,pm10,24,84,275,121,15540.4
1/25/2018,IN,Kolkata,no2,24,6.7,44.7,18.1,728.85
1/26/2018,IN,Kolkata,so2,22,1.9,11.8,3.7,75.14
1/26/2018,IN,Kolkata,pm25,46,165,332,196,20200.2
1/26/2018,IN,Kolkata,co,22,4.8,28.7,11,559.63
1/26/2018,IN,Kolkata,pm10,22,92,289,141,32444.9
1/26/2018,IN,Kolkata,no2,22,8.3,37.8,21.6,799.74
1/27/2018,IN,Kolkata,so2,23,1.3,12.4,3.6,67.52
1/27/2018,IN,Kolkata,pm25,47,150,330,194,17992.5
1/27/2018,IN,Kolkata,co,23,2.5,26.7,9.9,311.39
1/27/2018,IN,Kolkata,pm10,23,83,246,129,16623.3
1/27/2018,IN,Kolkata,no2,23,7.8,39.3,23,753.35
1/28/2018,IN,Kolkata,so2,23,1.8,12.9,2.9,92.38
1/28/2018,IN,Kolkata,pm25,47,161,338,215,22819.5
1/28/2018,IN,Kolkata,co,23,3.8,18.7,13.1,277.69
1/28/2018,IN,Kolkata,pm10,23,84,225,150,17791.8
1/28/2018,IN,Kolkata,no2,23,8.8,44.2,27.4,823.29
1/29/2018,IN,Kolkata,so2,9,0.6,11.9,1.1,175.83
1/29/2018,IN,Kolkata,pm25,32,162,294,203,12873.8
1/29/2018,IN,Kolkata,co,9,6.2,12.2,11.6,42.47
1/29/2018,IN,Kolkata,pm10,9,133,163,141,1310
1/29/2018,IN,Kolkata,no2,9,10.7,35.1,17.2,468.33
1/30/2018,IN,Kolkata,so2,7,1.2,7,2.4,37.43
1/30/2018,IN,Kolkata,pm25,31,165,346,186,25083.8
1/30/2018,IN,Kolkata,co,7,5.7,9.4,8.7,16.61
1/30/2018,IN,Kolkata,pm10,7,98,138,131,2420
1/30/2018,IN,Kolkata,no2,7,10.2,20,16.8,92.97
1/31/2018,IN,Kolkata,so2,24,0.6,40,1.7,656.04
1/31/2018,IN,Kolkata,pm25,46,155,244,186,5042.5
1/31/2018,IN,Kolkata,co,24,2.7,17.3,9,122.09
1/31/2018,IN,Kolkata,pm10,24,101,239,121,8533.46
1/31/2018,IN,Kolkata,no2,24,8,21.9,14.5,174.21
2/1/2018,IN,Kolkata,so2,24,1.2,4.7,2,9.94
2/1/2018,IN,Kolkata,pm25,48,179,385,264,33412.1
2/1/2018,IN,Kolkata,co,24,6.9,23.6,14.3,277.91
2/1/2018,IN,Kolkata,pm10,24,130,359,191,32916.8
2/1/2018,IN,Kolkata,no2,24,10.3,24.9,20.3,248.82
