Date,Country,City,Specie,Value
1/1/2017,IN,Nagpur,co,29.3
1/1/2017,IN,Nagpur,pm10,117.0
1/1/2017,IN,Nagpur,o3,25.1
1/1/2017,IN,Nagpur,so2,7.8
1/2/2017,IN,Nagpur,pm25,150.7
1/2/2017,IN,Nagpur,no2,13.3
1/2/2017,IN,Nagpur,co,20.2
1/2/2017,IN,Nagpur,pm10,83.7
1/2/2017,IN,Nagpur,o3,28.9
1/2/2017,IN,Nagpur,so2,3.9
1/3/2017,IN,Nagpur,pm25,154.0
1/3/2017,IN,Nagpur,no2,14.5
1/3/2017,IN,Nagpur,co,30.7
1/3/2017,IN,Nagpur,pm10,98.0
1/3/2017,IN,Nagpur,o3,32.7
1/3/2017,IN,Nagpur,so2,32.3
1/4/2017,IN,Nagpur,pm25,194.7
1/4/2017,IN,Nagpur,no2,17.6
1/4/2017,IN,Nagpur,co,31.5
1/4/2017,IN,Nagpur,pm10,114.3
1/4/2017,IN,Nagpur,o3,24.7
1/4/2017,IN,Nagpur,so2,6.6
1/5/2017,IN,Nagpur,pm25,197.0
1/5/2017,IN,Nagpur,no2,24.5
1/5/2017,IN,Nagpur,co,35.8
1/5/2017,IN,Nagpur,pm10,118.3
1/5/2017,IN,Nagpur,o3,27.5
1/5/2017,IN,Nagpur,so2,8.7
1/6/2017,IN,Nagpur,pm25,190.3
1/6/2017,IN,Nagpur,no2,19.5
1/6/2017,IN,Nagpur,co,36.1
1/6/2017,IN,Nagpur,pm10,116.0
1/6/2017,IN,Nagpur,o3,23.3
1/6/2017,IN,Nagpur,so2,15.0
1/7/2017,IN,Nagpur,pm25,171.7
1/7/2017,IN,Nagpur,no2,20.5
1/7/2017,IN,Nagpur,co,33.6
1/7/2017,IN,Nagpur,pm10,99.3
1/7/2017,IN,Nagpur,o3,19.1
1/7/2017,IN,Nagpur,so2,12.1
1/8/2017,IN,Nagpur,pm25,173.3
1/8/2017,IN,Nagpur,no2,15.6
1/8/2017,IN,Nagpur,co,24.9
1/8/2017,IN,Nagpur,pm10,96.0
1/8/2017,IN,Nagpur,o3,20.4
1/8/2017,IN,Nagpur,so2,5.3
1/9/2017,IN,Nagpur,pm25,170.7
1/9/2017,IN,Nagpur,no2,18.4
1/9/2017,IN,Nagpur,co,27.1
1/9/2017,IN,Nagpur,pm10,96.3
1/9/2017,IN,Nagpur,o3,17.5
1/9/2017,IN,Nagpur,so2,7.1
1/10/2017,IN,Nagpur,pm25,166.7
1/10/2017,IN,Nagpur,no2,11.3
1/10/2017,IN,Nagpur,co,12.6
1/10/2017,IN,Nagpur,pm10,82.0
1/10/2017,IN,Nagpur,o3,24.0
1/10/2017,IN,Nagpur,so2,33.8
1/11/2017,IN,Nagpur,pm25,165.0
1/11/2017,IN,Nagpur,no2,13.6
1/11/2017,IN,Nagpur,co,24.6
1/11/2017,IN,Nagpur,pm10,90.7
1/11/2017,IN,Nagpur,o3,25.3
1/11/2017,IN,Nagpur,so2,22.5
1/12/2017,IN,Nagpur,pm25,174.3
1/12/2017,IN,Nagpur,no2,16.6
1/12/2017,IN,Nagpur,co,26.3
1/12/2017,IN,Nagpur,pm10,92.7
1/12/2017,IN,Nagpur,o3,29.6
1/12/2017,IN,Nagpur,so2,18.6
1/13/2017,IN,Nagpur,pm25,166.7
1/13/2017,IN,Nagpur,no2,17.4
1/13/2017,IN,Nagpur,co,29.2
1/13/2017,IN,Nagpur,pm10,93.3
1/13/2017,IN,Nagpur,o3,29.7
1/13/2017,IN,Nagpur,so2,23.0
1/14/2017,IN,Nagpur,pm25,159.3
1/14/2017,IN,Nagpur,no2,15.2
1/14/2017,IN,Nagpur,co,20.7
1/14/2017,IN,Nagpur,pm10,85.0
1/14/2017,IN,Nagpur,o3,39.2
1/14/2017,IN,Nagpur,so2,9.6
1/15/2017,IN,Nagpur,pm25,183.0
1/15/2017,IN,Nagpur,no2,17.5
1/15/2017,IN,Nagpur,co,26.2
1/15/2017,IN,Nagpur,pm10,105.3
1/15/2017,IN,Nagpur,o3,36.5
1/15/2017,IN,Nagpur,so2,6.8
1/16/2017,IN,Nagpur,pm25,177.3
1/16/2017,IN,Nagpur,no2,20.0
1/16/2017,IN,Nagpur,co,33.7
1/16/2017,IN,Nagpur,pm10,109.0
1/16/2017,IN,Nagpur,o3,27.8
1/16/2017,IN,Nagpur,so2,12.6
1/17/2017,IN,Nagpur,pm25,186.0
1/17/2017,IN,Nagpur,no2,22.6
1/17/2017,IN,Nagpur,co,37.8
1/17/2017,IN,Nagpur,pm10,112.3
1/17/2017,IN,Nagpur,o3,27.9
1/17/2017,IN,Nagpur,so2,11.1
1/18/2017,IN,Nagpur,pm25,183.3
1/18/2017,IN,Nagpur,no2,18.8
1/18/2017,IN,Nagpur,co,28.4
1/18/2017,IN,Nagpur,pm10,103.0
1/18/2017,IN,Nagpur,o3,26.8
1/18/2017,IN,Nagpur,so2,7.7
1/19/2017,IN,Nagpur,pm25,396.7
1/19/2017,IN,Nagpur,no2,19.1
1/19/2017,IN,Nagpur,co,32.5
1/19/2017,IN,Nagpur,pm10,108.3
1/19/2017,IN,Nagpur,o3,28.1
1/19/2017,IN,Nagpur,so2,8.6
1/20/2017,IN,Nagpur,pm25,188.3
1/20/2017,IN,Nagpur,no2,17.5
1/20/2017,IN,Nagpur,co,30.4
1/20/2017,IN,Nagpur,pm10,108.7
1/20/2017,IN,Nagpur,o3,30.6
1/20/2017,IN,Nagpur,so2,11.5
1/21/2017,IN,Nagpur,pm25,186.0
1/21/2017,IN,Nagpur,no2,18.2
1/21/2017,IN,Nagpur,co,30.3
1/21/2017,IN,Nagpur,pm10,109.0
1/21/2017,IN,Nagpur,o3,31.5
1/21/2017,IN,Nagpur,so2,11.9
1/22/2017,IN,Nagpur,pm25,180.7
1/22/2017,IN,Nagpur,no2,16.3
1/22/2017,IN,Nagpur,co,27.5
1/22/2017,IN,Nagpur,pm10,101.0
1/22/2017,IN,Nagpur,o3,31.2
1/22/2017,IN,Nagpur,so2,22.1
1/23/2017,IN,Nagpur,pm25,178.7
1/23/2017,IN,Nagpur,no2,16.3
1/23/2017,IN,Nagpur,co,33.4
1/23/2017,IN,Nagpur,pm10,105.3
1/23/2017,IN,Nagpur,o3,33.7
1/23/2017,IN,Nagpur,so2,23.2
1/24/2017,IN,Nagpur,pm25,178.7
1/24/2017,IN,Nagpur,no2,18.3
1/24/2017,IN,Nagpur,co,30.0
1/24/2017,IN,Nagpur,pm10,100.0
1/24/2017,IN,Nagpur,o3,26.7
1/24/2017,IN,Nagpur,so2,13.6
1/25/2017,IN,Nagpur,pm25,193.7
1/25/2017,IN,Nagpur,no2,18.8
1/25/2017,IN,Nagpur,co,35.0
1/25/2017,IN,Nagpur,pm10,127.0
1/25/2017,IN,Nagpur,o3,28.0
1/25/2017,IN,Nagpur,so2,12.7
1/26/2017,IN,Nagpur,pm25,194.0
1/26/2017,IN,Nagpur,no2,17.7
1/26/2017,IN,Nagpur,co,31.4
1/26/2017,IN,Nagpur,pm10,117.0
1/26/2017,IN,Nagpur,o3,28.4
1/26/2017,IN,Nagpur,so2,8.6
1/27/2017,IN,Nagpur,pm25,182.0
