Date,Country,City,Specie,count,min,max,median,variance
1/1/2020,IN,Mumbai,co,325,2.5,29,11.2,312.15
1/1/2020,IN,Mumbai,o3,281,1,118.2,8.7,4900.43
1/1/2020,IN,Mumbai,so2,327,1.2,55.3,5,488.99
1/1/2020,IN,Mumbai,pm25,310,66,824,179,58199
1/1/2020,IN,Mumbai,pm10,309,51,286,111,11821.1
1/1/2020,IN,Mumbai,no2,304,0.3,79.4,21.3,1853.31
1/2/2020,IN,Mumbai,co,321,1,23.6,8.9,251.74
1/2/2020,IN,Mumbai,o3,279,1.5,86.1,15.2,2348.15
1/2/2020,IN,Mumbai,so2,327,0.7,59.9,4.4,571.26
1/2/2020,IN,Mumbai,pm25,303,66,271,180,8204.18
1/2/2020,IN,Mumbai,pm10,327,37,195,104,12668.6
1/2/2020,IN,Mumbai,no2,300,0.1,58.3,19.5,1529.59
1/3/2020,IN,Mumbai,wind-speed,180,0,71.7,1.5,2936.97
1/3/2020,IN,Mumbai,co,306,2.6,23.5,8.1,250.48
1/3/2020,IN,Mumbai,o3,263,0.9,130.3,16.2,2809.47
1/3/2020,IN,Mumbai,so2,306,0.5,36.7,4.3,353.42
1/3/2020,IN,Mumbai,dew,195,14.5,17,16,5.23
1/3/2020,IN,Mumbai,humidity,176,38.6,99.9,66.2,1677.85
1/3/2020,IN,Mumbai,pm25,286,88,800,170,16796.2
1/3/2020,IN,Mumbai,temperature,194,21,33.2,25,35.81
1/3/2020,IN,Mumbai,wind speed,180,0,71.7,1.5,2936.97
1/3/2020,IN,Mumbai,pm10,307,2,827,95,28068.2
1/3/2020,IN,Mumbai,no2,284,0.1,81.5,16.7,1542.91
1/3/2020,IN,Mumbai,pressure,174,769.3,1016.5,1012.8,40894.3
1/4/2020,IN,Mumbai,wind-speed,334,0,68.7,1,2864.46
1/4/2020,IN,Mumbai,co,312,2.8,26.2,7.9,260.24
1/4/2020,IN,Mumbai,o3,269,0.9,68.4,18.3,2068.6
1/4/2020,IN,Mumbai,so2,306,0.1,37.6,3.6,389.08
1/4/2020,IN,Mumbai,dew,288,12,16,14,16.65
1/4/2020,IN,Mumbai,humidity,336,43.8,99.9,69.6,2015.09
1/4/2020,IN,Mumbai,pm25,288,68,810,169,29774.4
1/4/2020,IN,Mumbai,temperature,360,18.3,32.4,23,51.78
1/4/2020,IN,Mumbai,wind speed,334,0,68.7,1,2864.46
1/4/2020,IN,Mumbai,pm10,298,6,880,90,113930
1/4/2020,IN,Mumbai,no2,288,0.1,73.6,16.4,1720.73
1/4/2020,IN,Mumbai,pressure,335,767.9,1016,1011.9,39212.7
1/5/2020,IN,Mumbai,wind-speed,335,0,73.7,1,3159.72
1/5/2020,IN,Mumbai,co,308,1,47.4,8.5,467.82
1/5/2020,IN,Mumbai,o3,263,0.9,77.8,12.4,1673.21
1/5/2020,IN,Mumbai,so2,307,0.1,63.9,4.3,1004.78
1/5/2020,IN,Mumbai,dew,360,13,19,15.5,25.07
1/5/2020,IN,Mumbai,humidity,334,32.6,99.9,70.2,2802.77
1/5/2020,IN,Mumbai,pm25,287,58,225,164,6654.37
1/5/2020,IN,Mumbai,temperature,358,18.4,35.9,25.5,113.46
1/5/2020,IN,Mumbai,wind speed,335,0,73.7,1,3159.72
1/5/2020,IN,Mumbai,pm10,310,2,248,93,16778.9
1/5/2020,IN,Mumbai,no2,285,0.1,64,16,1530.65
1/5/2020,IN,Mumbai,pressure,333,766.7,1016,1010.8,37912.2
1/6/2020,IN,Mumbai,co,306,0.6,59.2,8,568.39
1/6/2020,IN,Mumbai,o3,264,0.4,500,13.3,29300.2
1/6/2020,IN,Mumbai,so2,311,0.3,98.4,4.8,2394.65
1/6/2020,IN,Mumbai,dew,336,14,20.5,16,48.46
1/6/2020,IN,Mumbai,humidity,336,35.2,99.9,66.7,2223.45
1/6/2020,IN,Mumbai,pm25,288,52,824,157,99005.5
1/6/2020,IN,Mumbai,temperature,360,20.5,37.6,26.5,99.94
1/6/2020,IN,Mumbai,wind speed,336,0,103.2,1.2,3469.31
1/6/2020,IN,Mumbai,pm10,305,1,882,84,233904
1/6/2020,IN,Mumbai,no2,288,0.3,70.7,16.4,1770.9
1/6/2020,IN,Mumbai,pressure,336,767.9,1016,1011.6,39078
1/7/2020,IN,Mumbai,co,317,0.5,69.9,9.6,1081.19
1/7/2020,IN,Mumbai,o3,269,0.4,500,7.3,20277.1
1/7/2020,IN,Mumbai,so2,317,1,97.6,4.9,1334.07
1/7/2020,IN,Mumbai,dew,348,17,22,19,23.01
1/7/2020,IN,Mumbai,humidity,336,44.6,99.9,78,2042.95
1/7/2020,IN,Mumbai,pm25,299,54,834,166,84807.8
1/7/2020,IN,Mumbai,temperature,360,21.9,36.6,27,62.24
1/7/2020,IN,Mumbai,wind speed,333,0,72,0.8,3343.49
1/7/2020,IN,Mumbai,pm10,321,37,895,94,114387
1/7/2020,IN,Mumbai,no2,290,0.1,62.6,15.8,1800.67
1/7/2020,IN,Mumbai,pressure,341,767.3,1015,1010.9,38437
1/8/2020,IN,Mumbai,co,306,1.1,33.2,6.5,384.32
1/8/2020,IN,Mumbai,o3,261,0.4,500,13.6,10783.8
1/8/2020,IN,Mumbai,so2,310,0.1,60.4,3.5,603.82
1/8/2020,IN,Mumbai,dew,360,16,21,18.5,15.04
1/8/2020,IN,Mumbai,humidity,324,51.1,99.9,73,1732.34
1/8/2020,IN,Mumbai,pm25,290,51,834,154,68610
1/8/2020,IN,Mumbai,temperature,360,21.4,34.4,26,38.63
1/8/2020,IN,Mumbai,wind speed,327,0,71.4,0.9,3253.64
1/8/2020,IN,Mumbai,pm10,312,2,895,73,88406.9
1/8/2020,IN,Mumbai,no2,276,0.1,51.1,13,980.11
1/8/2020,IN,Mumbai,pressure,331,767.4,1015,1011,39597.6
1/9/2020,IN,Mumbai,co,302,1.6,25.7,6.5,354.68
1/9/2020,IN,Mumbai,o3,255,1.1,500,14.1,10860.1
1/9/2020,IN,Mumbai,so2,300,0.2,95,3.9,1389.41
1/9/2020,IN,Mumbai,dew,360,12,16,14.5,11.03
1/9/2020,IN,Mumbai,humidity,318,39.8,99.9,63.7,2234.71
1/9/2020,IN,Mumbai,pm25,287,51,824,151,80343.2
1/9/2020,IN,Mumbai,temperature,360,18.9,34.7,24.5,64.21
1/9/2020,IN,Mumbai,wind speed,324,0,71.5,1.2,3034.06
1/9/2020,IN,Mumbai,pm10,305,3,819,78,25356
1/9/2020,IN,Mumbai,no2,279,0.1,68.3,16.4,1418.37
1/9/2020,IN,Mumbai,pressure,319,767.9,1016.2,1012,41081.1
1/10/2020,IN,Mumbai,co,332,1.2,36.8,6.6,487.65
1/10/2020,IN,Mumbai,o3,287,1,83.7,8.6,1624.48
1/10/2020,IN,Mumbai,so2,333,0.1,87.5,4.3,724.8
1/10/2020,IN,Mumbai,dew,336,12,18.5,14.5,56.9
1/10/2020,IN,Mumbai,humidity,333,38,99.9,63.2,2331.94
1/10/2020,IN,Mumbai,pm25,312,5,824,155,68261.8
1/10/2020,IN,Mumbai,temperature,360,19.2,36,26.5,112.41
1/10/2020,IN,Mumbai,wind speed,357,0,72.9,1,3057.12
1/10/2020,IN,Mumbai,pm10,333,21,880,87,68316.8
1/10/2020,IN,Mumbai,no2,311,0.1,73.3,18.9,1781.11
1/10/2020,IN,Mumbai,pressure,354,767,1015,1011,37297.4
1/11/2020,IN,Mumbai,co,335,2.5,37.5,7.3,627.68
1/11/2020,IN,Mumbai,o3,288,1,62.7,9.5,1911.66
1/11/2020,IN,Mumbai,so2,336,0.3,94.3,4.2,1590.85
1/11/2020,IN,Mumbai,dew,336,15,19.5,17,15.62
1/11/2020,IN,Mumbai,humidity,335,36.1,99.9,67.6,2347.99
1/11/2020,IN,Mumbai,pm25,298,27,824,160,126102
1/11/2020,IN,Mumbai,temperature,360,21.8,37.8,28,101.29
1/11/2020,IN,Mumbai,wind speed,359,0,72.6,1.1,3110.45
1/11/2020,IN,Mumbai,pm10,336,30,807,88,43056.3
1/11/2020,IN,Mumbai,no2,311,0.2,91.4,17.5,2689.83
1/11/2020,IN,Mumbai,pressure,359,768,1016,1011.7,36780.2
1/12/2020,IN,Mumbai,co,336,0.8,48.1,9.7,843.74
1/12/2020,IN,Mumbai,o3,288,1.1,66.7,6.3,1824.11
1/12/2020,IN,Mumbai,so2,331,0.1,58,4,634.53
1/12/2020,IN,Mumbai,dew,360,16.5,23,19,35.45
1/12/2020,IN,Mumbai,humidity,336,35,99.9,79.3,2672.81
1/12/2020,IN,Mumbai,pm25,301,43,824,165,163066
1/12/2020,IN,Mumbai,temperature,360,20.9,37.3,27,72.91
1/12/2020,IN,Mumbai,wind speed,358,0,72.2,0.7,3014.47
1/12/2020,IN,Mumbai,pm10,314,7,637,98,45281.2
1/12/2020,IN,Mumbai,no2,308,0.1,59.7,16.2,1559.98
1/12/2020,IN,Mumbai,pressure,360,766.9,1015.5,1011.9,36752.6
1/13/2020,IN,Mumbai,co,335,0.9,26.1,6.6,309.98
1/13/2020,IN,Mumbai,o3,288,1,33.6,7.7,626.17
1/13/2020,IN,Mumbai,so2,333,0.1,57,2.2,548.74
1/13/2020,IN,Mumbai,dew,324,19.5,23,21,6.16
1/13/2020,IN,Mumbai,humidity,335,50.3,99.9,82.8,1310.52
1/13/2020,IN,Mumbai,pm25,304,9,824,147,192588
1/13/2020,IN,Mumbai,temperature,359,21.5,34.6,26,32.96
1/13/2020,IN,Mumbai,wind speed,359,0,88.1,0.8,3126.01
1/13/2020,IN,Mumbai,pm10,312,4,819,69,43065
1/13/2020,IN,Mumbai,no2,300,0.1,50.5,12.9,971.14
1/13/2020,IN,Mumbai,pressure,359,766.8,1014,1010.7,36713.8
1/14/2020,IN,Mumbai,co,297,0.3,25.2,5.1,277.13
1/14/2020,IN,Mumbai,o3,248,0.8,45.7,7.5,1108.78
1/14/2020,IN,Mumbai,so2,296,0.2,65.3,2.4,718.25
1/14/2020,IN,Mumbai,dew,324,12,21.5,18.5,115.72
1/14/2020,IN,Mumbai,humidity,297,46.5,99.9,74.7,2777.03
1/14/2020,IN,Mumbai,pm25,282,8,174,101,11483.1
1/14/2020,IN,Mumbai,temperature,349,2,34.5,25,119.53
1/14/2020,IN,Mumbai,wind speed,319,0,71.5,1.1,2813.07
1/14/2020,IN,Mumbai,pm10,276,18,152,70,5694.68
1/14/2020,IN,Mumbai,no2,266,0.1,47.8,12.8,699.18
1/14/2020,IN,Mumbai,pressure,300,766.9,1014.5,1010.6,40043.9
1/15/2020,IN,Mumbai,co,322,0.1,22.8,4.6,286.3
1/15/2020,IN,Mumbai,o3,276,0.9,45.8,12.8,1239.86
1/15/2020,IN,Mumbai,so2,322,0.1,47.6,2.7,608.88
1/15/2020,IN,Mumbai,dew,336,11.5,14.5,13,9.15
1/15/2020,IN,Mumbai,humidity,320,37.5,99.9,62.7,2333.2
1/15/2020,IN,Mumbai,pm25,297,14,824,85,27598.6
1/15/2020,IN,Mumbai,temperature,360,18.3,33.1,23.5,54.93
1/15/2020,IN,Mumbai,wind speed,342,0,80.8,1.1,3029.17
1/15/2020,IN,Mumbai,pm10,295,2,895,61,164828
1/15/2020,IN,Mumbai,no2,302,0.1,45,14.3,832.12
1/15/2020,IN,Mumbai,pressure,343,767.3,1015,1011.3,38421.5
1/16/2020,IN,Mumbai,co,321,1,28.5,4.9,349.27
1/16/2020,IN,Mumbai,o3,277,1.7,41.3,10.9,1090.52
1/16/2020,IN,Mumbai,so2,321,0.1,54.7,2.6,509.43
1/16/2020,IN,Mumbai,dew,296,6,14,11.5,33.87
1/16/2020,IN,Mumbai,humidity,330,33.5,99.9,65.1,2433.78
1/16/2020,IN,Mumbai,pm25,308,8,764,90,27457.2
1/16/2020,IN,Mumbai,temperature,356,16.4,30.6,21,41.87
1/16/2020,IN,Mumbai,wind speed,350,0,81.5,1.4,2827.53
1/16/2020,IN,Mumbai,pm10,299,15,729,59,19718.2
1/16/2020,IN,Mumbai,no2,306,0.2,49.4,14.6,920.74
1/16/2020,IN,Mumbai,pressure,347,768.6,1017,1012.9,38086.5
1/17/2020,IN,Mumbai,co,287,1.2,32.1,5.3,326.39
1/17/2020,IN,Mumbai,o3,252,0.9,51.7,14.3,1454.68
1/17/2020,IN,Mumbai,so2,291,0.1,34.7,3.7,421.75
1/17/2020,IN,Mumbai,dew,325,6,14,8,76.91
1/17/2020,IN,Mumbai,humidity,323,19.6,99.9,60.7,2643.24
1/17/2020,IN,Mumbai,pm25,275,5,199,130,16069.6
1/17/2020,IN,Mumbai,temperature,335,14.8,32.7,21,78.87
1/17/2020,IN,Mumbai,wind speed,323,0,145.8,1.2,3579.38
1/17/2020,IN,Mumbai,pm10,266,24,880,71,144432
1/17/2020,IN,Mumbai,no2,264,0.4,82.9,18,1636
1/17/2020,IN,Mumbai,pressure,323,768.4,1017.5,1013.1,39269.7
1/18/2020,IN,Mumbai,co,290,2.8,35.6,7.3,460.93
1/18/2020,IN,Mumbai,o3,248,0.8,500,12,11572.9
1/18/2020,IN,Mumbai,so2,286,0.4,77.5,4,1014.14
1/18/2020,IN,Mumbai,dew,303,9,16,13.5,54.56
1/18/2020,IN,Mumbai,humidity,320,29.6,99.9,67.6,2925.86
1/18/2020,IN,Mumbai,pm25,275,5,244,162,18141.4
1/18/2020,IN,Mumbai,temperature,334,16.7,35.9,24,175.74
1/18/2020,IN,Mumbai,wind speed,319,0,74,1,3076.97
1/18/2020,IN,Mumbai,pm10,268,37,880,98,165080
1/18/2020,IN,Mumbai,no2,275,0.3,95.5,22.7,2905.51
1/18/2020,IN,Mumbai,pressure,309,766.7,1015,1011.5,39202.3
1/19/2020,IN,Mumbai,co,284,0.8,31.1,8.3,362.61
1/19/2020,IN,Mumbai,o3,259,0.5,75.8,8.3,3116.52
1/19/2020,IN,Mumbai,so2,283,0.6,79.9,4.6,1176.26
1/19/2020,IN,Mumbai,dew,334,14,17.5,16,14.46
1/19/2020,IN,Mumbai,humidity,331,27.4,99.9,72.4,2791.14
1/19/2020,IN,Mumbai,pm25,276,5,262,165,15656.2
1/19/2020,IN,Mumbai,temperature,358,18.7,38.1,25.5,145.85
1/19/2020,IN,Mumbai,wind speed,323,0,73.4,0.9,3253.46
1/19/2020,IN,Mumbai,pm10,283,37,880,100,190451
1/19/2020,IN,Mumbai,no2,261,0.1,80.2,20.4,2343.52
