Date,Country,City,Specie,count,min,max,median,variance
1/1/2017,IN,Mumbai,co,54,6.2,49.2,15.8,1705.4
1/1/2017,IN,Mumbai,pm10,54,29,327,85,65312.8
1/1/2017,IN,Mumbai,o3,30,2.5,10.6,5.7,39.37
1/1/2017,IN,Mumbai,so2,54,4.9,20.3,8.2,121.76
1/1/2017,IN,Mumbai,pm25,30,154,330,195,36531.8
1/1/2017,IN,Mumbai,no2,30,5.2,33.3,5.5,1038.29
1/2/2017,IN,Mumbai,co,60,4.6,36.9,14.1,760.97
1/2/2017,IN,Mumbai,pm10,60,33,265,90,27474.1
1/2/2017,IN,Mumbai,o3,36,3.3,89.7,19.1,6737.19
1/2/2017,IN,Mumbai,so2,60,4.9,88.6,9.5,3540.61
1/2/2017,IN,Mumbai,pm25,47,108,447,174,58752.9
1/2/2017,IN,Mumbai,no2,36,5.2,23.8,6.3,292.55
1/3/2017,IN,Mumbai,co,72,7.3,35.5,15.2,690.32
1/3/2017,IN,Mumbai,pm10,67,17,405,65,60676.2
1/3/2017,IN,Mumbai,o3,48,1.7,62,9,3173.75
1/3/2017,IN,Mumbai,so2,72,5.3,81.9,9.5,3387.87
1/3/2017,IN,Mumbai,pm25,64,96,261,160,8957.04
1/3/2017,IN,Mumbai,no2,48,6.3,29.7,6.6,522.67
1/4/2017,IN,Mumbai,co,72,2.8,38.4,15.1,854.55
1/4/2017,IN,Mumbai,pm10,70,20,183,113,20118
1/4/2017,IN,Mumbai,o3,48,1.3,120.3,3.7,7361.45
1/4/2017,IN,Mumbai,so2,72,4.9,58.2,8.2,902.12
1/4/2017,IN,Mumbai,pm25,70,102,338,167,12960.7
1/4/2017,IN,Mumbai,no2,48,6.3,40.3,6.3,1220.83
1/5/2017,IN,Mumbai,co,72,3.3,46.3,15,967.4
1/5/2017,IN,Mumbai,pm10,72,35,242,103,27181.4
1/5/2017,IN,Mumbai,o3,48,0.9,136.5,2.5,10325.6
1/5/2017,IN,Mumbai,so2,72,5.3,61.5,9.8,1121.82
1/5/2017,IN,Mumbai,pm25,72,109,256,170,8790.98
1/5/2017,IN,Mumbai,no2,48,6.3,45.7,7,1552.5
1/6/2017,IN,Mumbai,co,72,2.4,48.5,13.8,1457.63
1/6/2017,IN,Mumbai,pm10,72,20,270,78,33270.8
1/6/2017,IN,Mumbai,o3,48,0.5,106.8,5.3,6027.02
1/6/2017,IN,Mumbai,so2,71,4.5,31.7,8.2,263.98
1/6/2017,IN,Mumbai,pm25,72,73,290,167,22891.5
1/6/2017,IN,Mumbai,no2,48,6.3,36.6,6.3,1082.31
1/7/2017,IN,Mumbai,co,72,2.6,31.8,10.5,618.16
1/7/2017,IN,Mumbai,pm10,72,25,179,70,13486.2
1/7/2017,IN,Mumbai,o3,48,0.5,44.2,4.5,1362.88
1/7/2017,IN,Mumbai,so2,71,2.9,60.6,7.8,1380.83
1/7/2017,IN,Mumbai,pm25,72,75,249,159,19427.3
1/7/2017,IN,Mumbai,no2,48,6.3,28.2,8.5,579.44
1/8/2017,IN,Mumbai,co,72,0.4,36.2,10.3,632.16
1/8/2017,IN,Mumbai,pm10,72,26,195,64,12956.6
1/8/2017,IN,Mumbai,o3,48,0.5,44.5,4.9,1256.66
1/8/2017,IN,Mumbai,so2,70,3.3,57.2,8.2,1093.01
1/8/2017,IN,Mumbai,pm25,72,45,213,151,17490.7
1/8/2017,IN,Mumbai,no2,48,7.7,24.9,8.8,264.79
1/9/2017,IN,Mumbai,co,72,3.8,27.5,10,273.6
1/9/2017,IN,Mumbai,pm10,72,30,170,74,10520
1/9/2017,IN,Mumbai,o3,47,0.5,50.5,10.6,1708.15
1/9/2017,IN,Mumbai,so2,70,0.9,61.1,8.3,1109.61
1/9/2017,IN,Mumbai,pm25,70,61,232,139,12191.7
1/9/2017,IN,Mumbai,no2,48,6.6,22.4,8.8,215.84
1/10/2017,IN,Mumbai,co,72,4.6,24.6,9.1,275.08
1/10/2017,IN,Mumbai,pm10,72,28,137,81,7497.43
1/10/2017,IN,Mumbai,o3,48,0.5,74.8,15.5,4582.15
1/10/2017,IN,Mumbai,so2,72,6.5,70.2,8.8,2835.01
1/10/2017,IN,Mumbai,pm25,63,85,194,136,6789.41
1/10/2017,IN,Mumbai,no2,48,6.6,21.6,10.3,271.42
1/11/2017,IN,Mumbai,co,72,3.8,28.2,10.9,329.22
1/11/2017,IN,Mumbai,pm10,72,32,209,97,13041.6
1/11/2017,IN,Mumbai,o3,48,0.5,92.3,11.8,5765.76
1/11/2017,IN,Mumbai,so2,72,4.5,134.6,8.8,4268.24
1/11/2017,IN,Mumbai,pm25,72,86,225,161,7097.43
1/11/2017,IN,Mumbai,no2,48,6.6,31.1,8.5,508.48
1/12/2017,IN,Mumbai,co,64,4.9,35.5,11.1,285.1
1/12/2017,IN,Mumbai,pm10,60,12,148,93,8225.36
1/12/2017,IN,Mumbai,o3,40,0.5,79.3,13,5570.9
1/12/2017,IN,Mumbai,so2,64,6.1,89.6,9.4,4142.86
1/12/2017,IN,Mumbai,pm25,58,89,232,155,8334.93
1/12/2017,IN,Mumbai,no2,48,6.6,33.3,7,538.64
1/13/2017,IN,Mumbai,co,62,2.4,30.4,13.6,667.81
1/13/2017,IN,Mumbai,pm10,62,25,196,95,21147.5
1/13/2017,IN,Mumbai,o3,47,0.5,136.5,3.7,7085.82
1/13/2017,IN,Mumbai,so2,62,2.5,54.3,9.1,871.1
1/13/2017,IN,Mumbai,pm25,48,5,204,164,16504.3
1/13/2017,IN,Mumbai,no2,48,6.6,31.1,7.4,730.85
1/14/2017,IN,Mumbai,co,72,4.4,26.8,12.6,412.02
1/14/2017,IN,Mumbai,pm10,72,46,161,98,11550.4
1/14/2017,IN,Mumbai,o3,38,0.5,52.7,5.7,2251.41
1/14/2017,IN,Mumbai,so2,72,7.3,73.1,10.2,1403.83
1/14/2017,IN,Mumbai,pm25,48,88,181,159,3515.39
1/14/2017,IN,Mumbai,no2,48,6.6,30,7.4,661.03
1/15/2017,IN,Mumbai,co,64,5.3,24.6,12.2,338.9
1/15/2017,IN,Mumbai,pm10,64,34,200,89,17765.3
1/15/2017,IN,Mumbai,o3,40,1.3,68.2,2.5,4121.14
1/15/2017,IN,Mumbai,so2,64,2.5,42.1,9.6,262.87
1/15/2017,IN,Mumbai,pm25,40,95,199,157,5218.81
1/15/2017,IN,Mumbai,no2,40,6.6,20.9,7,231.77
1/16/2017,IN,Mumbai,co,54,1.7,29,9.9,408.45
1/16/2017,IN,Mumbai,pm10,54,9,189,64,13776
1/16/2017,IN,Mumbai,o3,30,0.9,43.1,9.8,1837.55
1/16/2017,IN,Mumbai,so2,54,0.5,53.3,9.1,1128.56
1/16/2017,IN,Mumbai,pm25,28,80,194,157,8737.67
1/16/2017,IN,Mumbai,no2,30,6.6,17.2,8.8,115.32
