Date,Country,City,Specie,count,min,max,median,variance
1/1/2016,IN,Delhi,o3,10,0.5,33.8,2.1,1804.33
1/1/2016,IN,Delhi,so2,9,4.9,17.1,13,145.2
1/1/2016,IN,Delhi,no2,10,3.7,9.2,7.4,40.76
1/1/2016,IN,Delhi,co,5,0.4,12.5,1.7,272.75
1/2/2016,IN,Delhi,o3,6,0.5,0.9,0.5,0.43
1/2/2016,IN,Delhi,so2,6,18.7,26,21.9,71.9
1/2/2016,IN,Delhi,no2,6,5.9,8.1,6.3,6.79
1/2/2016,IN,Delhi,co,6,1.1,14,12,380.71
1/3/2016,IN,Delhi,o3,125,0.5,109.5,7.4,7884.12
1/3/2016,IN,Delhi,so2,126,0.5,49.7,8.2,647.42
1/3/2016,IN,Delhi,pm25,144,166,420,262,69713
1/3/2016,IN,Delhi,no2,144,4.1,101.1,28.2,4225.63
1/3/2016,IN,Delhi,co,126,0.1,0.1,0.1,0
1/3/2016,IN,Delhi,pm10,71,141,405,335,80466.5
1/4/2016,IN,Delhi,o3,186,0.5,104.1,6.3,2294.85
1/4/2016,IN,Delhi,so2,191,0.5,68.3,11,1614.78
1/4/2016,IN,Delhi,pm25,203,1,824,349,103702
1/4/2016,IN,Delhi,no2,236,2.2,120.6,46.4,12223.9
1/4/2016,IN,Delhi,co,175,0.1,92,9.5,4517.12
1/4/2016,IN,Delhi,pm10,105,190,999,387,255105
1/5/2016,IN,Delhi,o3,203,0.5,129.9,6.8,4076.39
1/5/2016,IN,Delhi,so2,198,0.9,59.1,14.2,1589.67
1/5/2016,IN,Delhi,pm25,228,157,560,367,80176.4
1/5/2016,IN,Delhi,no2,246,5.2,111.5,53,8244.91
1/5/2016,IN,Delhi,co,178,0.1,114.3,13.9,6177.42
1/5/2016,IN,Delhi,pm10,118,119,999,405,403245
1/6/2016,IN,Delhi,o3,190,0.5,103.6,6.2,1867.76
1/6/2016,IN,Delhi,so2,203,0.5,61.1,10.2,974.66
1/6/2016,IN,Delhi,pm25,230,114,608,340,112050
1/6/2016,IN,Delhi,no2,232,4.8,112.6,43,6161.39
1/6/2016,IN,Delhi,co,182,0.1,129.2,15.4,7903.89
1/6/2016,IN,Delhi,pm10,115,148,999,405,465156
1/7/2016,IN,Delhi,o3,172,0.5,59.8,6.6,1003.63
1/7/2016,IN,Delhi,so2,174,0.5,50.9,10.1,1062.65
1/7/2016,IN,Delhi,pm25,189,132,824,396,118130
1/7/2016,IN,Delhi,no2,198,1.6,104.2,39.8,7868.72
1/7/2016,IN,Delhi,co,166,0.1,121.9,17.2,9813.51
1/7/2016,IN,Delhi,pm10,111,233,930,464,296007
1/8/2016,IN,Delhi,o3,131,0.5,34.8,6.5,500.94
1/8/2016,IN,Delhi,so2,169,0.5,50.4,6.5,331.03
1/8/2016,IN,Delhi,pm25,179,118,824,365,168019
1/8/2016,IN,Delhi,no2,175,1.9,73.4,31.1,3220.05
1/8/2016,IN,Delhi,co,162,0.1,115,8.5,5047.18
1/8/2016,IN,Delhi,pm10,105,134,835,444,358065
1/9/2016,IN,Delhi,o3,118,0.5,60.3,7.8,1766.04
1/9/2016,IN,Delhi,so2,148,0.5,58.6,8,546.52
1/9/2016,IN,Delhi,pm25,142,136,440,217,70138.8
1/9/2016,IN,Delhi,no2,147,1.9,64.3,28.2,2539.01
1/9/2016,IN,Delhi,co,142,0.1,52.5,12.2,1054.94
1/9/2016,IN,Delhi,pm10,94,99,652,172,128725
1/10/2016,IN,Delhi,o3,131,0.9,112.2,9.8,4692.61
1/10/2016,IN,Delhi,so2,155,0.9,55.3,9.8,874.8
1/10/2016,IN,Delhi,pm25,156,95,480,234,97498.2
1/10/2016,IN,Delhi,no2,144,3.3,79.4,31.8,3186.71
1/10/2016,IN,Delhi,co,154,0.1,69,7.3,2196.09
1/10/2016,IN,Delhi,pm10,108,57,843,234,267451
1/11/2016,IN,Delhi,o3,167,0.5,101,11.4,5402.64
1/11/2016,IN,Delhi,so2,176,0.9,59.2,8.3,898
1/11/2016,IN,Delhi,pm25,178,25,824,271,115516
