Date,Country,City,Specie,count,min,max,median,variance,,
2/27/2017,IN,Delhi,no2,307,1,77.7,20.5,2743.94,,
2/28/2017,IN,Delhi,co,231,0.1,358.6,11.3,7921.98,,
2/28/2017,IN,Delhi,pm10,112,79,999,169,421943,,
2/28/2017,IN,Delhi,o3,209,0.6,128.4,5.7,5692.94,,
2/28/2017,IN,Delhi,so2,232,0.5,55.7,8.2,473.59,,
2/28/2017,IN,Delhi,pm25,284,70,824,192,71368.9,,
2/28/2017,IN,Delhi,no2,292,0.4,100.6,28.9,5056.85,,
3/1/2017,IN,Delhi,co,228,0.1,363.7,7.3,6925.56,,
3/1/2017,IN,Delhi,pm10,120,40,682,179,209098,,
3/1/2017,IN,Delhi,o3,208,0.5,112.2,7.4,5155.38,,
3/1/2017,IN,Delhi,so2,239,0.5,56.2,10.6,584.26,,
3/1/2017,IN,Delhi,pm25,299,15,824,190,57454.2,,
3/1/2017,IN,Delhi,no2,313,0.7,88.5,28.2,3332.09,,
3/2/2017,IN,Delhi,co,217,0.1,40.7,7.4,449.17,,
3/2/2017,IN,Delhi,pm10,113,74,682,138,91359.8,,
3/2/2017,IN,Delhi,o3,201,0.9,84.5,9,2143.87,,
3/2/2017,IN,Delhi,so2,234,0.9,63,8.7,757.76,,
3/2/2017,IN,Delhi,pm25,304,139,335,180,10926.3,,
3/2/2017,IN,Delhi,no2,307,6.3,79.3,23.5,2007.81,,
3/3/2017,IN,Delhi,co,238,0.1,34.5,7.7,382.23,,
3/3/2017,IN,Delhi,pm10,120,38,290,100,26173.4,,
3/3/2017,IN,Delhi,o3,215,0.4,84.7,7.8,2737.64,,
3/3/2017,IN,Delhi,so2,238,1.3,32,7.7,420.67,,
3/3/2017,IN,Delhi,pm25,309,33,227,155,10971.3,,
3/3/2017,IN,Delhi,no2,310,5.5,53.7,18.6,1601.24,,
3/4/2017,IN,Delhi,co,228,0.1,32.2,6.1,367.43,,
3/4/2017,IN,Delhi,pm10,120,47,239,113,15033.8,,
3/4/2017,IN,Delhi,o3,205,0.9,103.3,7.8,4327.75,,
3/4/2017,IN,Delhi,so2,229,0.9,21.1,6.4,243.11,,
3/4/2017,IN,Delhi,pm25,290,30,335,164,14404.7,,
3/4/2017,IN,Delhi,no2,303,5.5,68.1,19.4,1887.85,,
3/5/2017,IN,Delhi,co,224,0.1,57.5,7.3,816.3,,
3/5/2017,IN,Delhi,pm10,120,53,560,129,38839.8,,
3/5/2017,IN,Delhi,o3,210,1.7,98.5,13.5,4150.19,,
3/5/2017,IN,Delhi,so2,226,0.5,34.1,8.3,423.49,,
3/5/2017,IN,Delhi,pm25,287,50,349,163,21269,,
3/5/2017,IN,Delhi,no2,298,5.9,55.7,20.2,1465.01,,
3/6/2017,IN,Delhi,co,230,0.1,34.4,8.2,470.22,,
3/6/2017,IN,Delhi,pm10,119,22,523,137,41859.9,,
3/6/2017,IN,Delhi,o3,213,0.9,121.1,11,5962,,
3/6/2017,IN,Delhi,so2,231,0.9,56.2,9,548.56,,
3/6/2017,IN,Delhi,pm25,298,33,322,164,19214.9,,
3/6/2017,IN,Delhi,no2,301,5.9,64.3,20.3,1949.14,,
3/7/2017,IN,Delhi,co,222,0.1,383.4,9.8,7614.05,,
3/7/2017,IN,Delhi,pm10,117,80,999,151,236072,,
3/7/2017,IN,Delhi,o3,202,0.5,147.4,11.2,9367.85,,
3/7/2017,IN,Delhi,so2,247,1.3,58.2,10.2,1177.67,,
3/7/2017,IN,Delhi,pm25,292,88,420,177,25405.3,,
3/7/2017,IN,Delhi,no2,313,4.4,98.8,24.9,4249.64,,
3/8/2017,IN,Delhi,co,213,0.1,40.2,7.5,935.39,,
3/8/2017,IN,Delhi,pm10,120,60,466,126,44126.2,,
3/8/2017,IN,Delhi,o3,212,1.3,90.2,20.9,2753.9,,
3/8/2017,IN,Delhi,so2,260,1.7,56.2,8.6,519.61,,
3/8/2017,IN,Delhi,pm25,301,43,420,159,44687.8,,
3/8/2017,IN,Delhi,no2,331,4.4,65.4,16.9,1468.99,,
3/9/2017,IN,Delhi,co,214,0.1,386.8,6,7367.19,,
3/9/2017,IN,Delhi,pm10,96,46,164,88,5510.21,,
3/9/2017,IN,Delhi,o3,176,1.3,145.4,12.8,2663.01,,
3/9/2017,IN,Delhi,so2,261,0.4,56.2,6.2,476.06,,
3/9/2017,IN,Delhi,pm25,286,42,420,154,24737.6,,
3/9/2017,IN,Delhi,no2,334,3.7,59.1,17.6,1187.88,,
3/10/2017,IN,Delhi,co,196,0.1,86.4,5.6,506.92,,
3/10/2017,IN,Delhi,pm10,96,33,111,69,3162.38,,
3/10/2017,IN,Delhi,o3,150,0.9,34.6,10.1,718.52,,
3/10/2017,IN,Delhi,so2,251,0.5,55.7,4.5,412.02,,
3/10/2017,IN,Delhi,pm25,250,18,824,121,74385.1,,
3/10/2017,IN,Delhi,no2,322,4.4,49.4,15.2,841.01,,
3/11/2017,IN,Delhi,co,207,0.1,31.4,6.2,358.3,,
3/11/2017,IN,Delhi,pm10,110,16,178,70,10051.7,,
3/11/2017,IN,Delhi,o3,196,0.9,101.9,14.5,4346.05,,
3/11/2017,IN,Delhi,so2,245,0.1,63,4.4,413.96,,
3/11/2017,IN,Delhi,pm25,264,3,824,109,37365.2,,
3/11/2017,IN,Delhi,no2,302,4.1,49.3,12.7,952.7,,
3/12/2017,IN,Delhi,co,211,0.1,29.7,6.2,248.88,,
3/12/2017,IN,Delhi,pm10,114,17,421,90,50888.3,,
3/12/2017,IN,Delhi,o3,209,1.2,96.2,10.6,3390.05,,
3/12/2017,IN,Delhi,so2,242,0.6,55.7,4.2,352.48,,
3/12/2017,IN,Delhi,pm25,272,9,332,139,20847.3,,
3/12/2017,IN,Delhi,no2,283,4.1,67.5,12.1,1250.95,,
3/13/2017,IN,Delhi,co,205,0.1,356.5,5.7,6267.21,,
3/13/2017,IN,Delhi,pm10,120,22,469,94,38280.5,,
3/13/2017,IN,Delhi,o3,216,0.5,103.7,12.7,4881.98,,
3/13/2017,IN,Delhi,so2,241,0.9,91,4.9,921.66,,
3/13/2017,IN,Delhi,pm25,279,54,334,154,20812.4,,
3/13/2017,IN,Delhi,no2,283,0.1,62.2,9.3,708.91,,
3/14/2017,IN,Delhi,co,204,0.1,57.2,7.6,634.01,,
3/14/2017,IN,Delhi,pm10,120,31,999,105,581946,,
3/14/2017,IN,Delhi,o3,208,0.9,126.3,5.9,7003.71,,
3/14/2017,IN,Delhi,so2,241,0.9,56.7,5.7,492.96,,
3/14/2017,IN,Delhi,pm25,263,61,408,161,17067.9,,
3/14/2017,IN,Delhi,no2,277,4.4,63.4,14,1391,,
3/15/2017,IN,Delhi,co,179,0.1,361.3,7.6,7464.32,,
3/15/2017,IN,Delhi,pm10,120,57,999,124,524795,,
3/15/2017,IN,Delhi,o3,193,0.7,114.9,5.7,5216.4,,
3/15/2017,IN,Delhi,so2,251,0.9,55.7,6.8,689.26,,
3/15/2017,IN,Delhi,pm25,253,38,824,170,67478.1,,
3/15/2017,IN,Delhi,no2,299,6.9,59.9,18.8,1707.2,,
3/16/2017,IN,Delhi,co,202,0.1,364.9,8.4,6743.88,,
3/16/2017,IN,Delhi,pm10,120,76,999,139,365519,,
3/16/2017,IN,Delhi,o3,184,0.9,123.1,5.2,6722.3,,
3/16/2017,IN,Delhi,so2,262,0.3,88.1,9.8,792.01,,
3/16/2017,IN,Delhi,pm25,264,75,401,174,24520.1,,
3/16/2017,IN,Delhi,no2,315,0.3,79,20.9,1945.37,,
3/17/2017,IN,Delhi,co,209,0.1,34.4,7.3,393.79,,
3/17/2017,IN,Delhi,pm10,120,67,613,130,124980,,
3/17/2017,IN,Delhi,o3,171,0.7,83.4,5.3,2455.33,,
3/17/2017,IN,Delhi,so2,253,0.5,39.5,7,454.54,,
3/17/2017,IN,Delhi,pm25,255,61,515,173,25892.7,,
3/17/2017,IN,Delhi,no2,301,5.2,60.2,15,1066.52,,
3/18/2017,IN,Delhi,co,237,0.1,53.2,8.5,756.37,,
3/18/2017,IN,Delhi,pm10,120,38,892,122,185337,,
3/18/2017,IN,Delhi,o3,204,0.5,114.9,7.9,5258.03,,
3/18/2017,IN,Delhi,so2,280,0.5,45.5,7.1,535.85,,
3/18/2017,IN,Delhi,pm25,285,62,392,170,23322.9,,
3/18/2017,IN,Delhi,no2,329,5.2,74.2,18.3,2267.73,,
3/19/2017,IN,Delhi,co,208,0.1,46.6,8.5,772.76,,
3/19/2017,IN,Delhi,pm10,120,65,999,141,462527,,
3/19/2017,IN,Delhi,o3,216,0.5,136.5,3.8,6667.99,,
3/19/2017,IN,Delhi,so2,271,0.5,53.3,7.7,595.03,,
3/19/2017,IN,Delhi,pm25,274,53,390,180,28594.4,,
3/19/2017,IN,Delhi,no2,319,4.4,63.9,19.7,2511.28,,
3/20/2017,IN,Delhi,co,216,0.1,377.6,8,6687.52,,
3/20/2017,IN,Delhi,pm10,120,57,999,148,393819,,
3/20/2017,IN,Delhi,o3,216,0.9,104.1,6.2,5616.72,,
3/20/2017,IN,Delhi,so2,266,0.5,55.7,7.3,794.76,,
3/20/2017,IN,Delhi,pm25,269,72,395,184,23126.7,,
3/20/2017,IN,Delhi,no2,314,6.5,64.7,16.9,1632.05,,
3/21/2017,IN,Delhi,co,219,0.1,358.1,7.3,6031.62,,
3/21/2017,IN,Delhi,pm10,113,72,999,151,442096,,
3/21/2017,IN,Delhi,o3,206,0.9,109.5,5.7,5779.6,,
3/21/2017,IN,Delhi,so2,262,0.5,55.7,8.2,802.42,,
3/21/2017,IN,Delhi,pm25,267,85,374,179,27691.1,,
3/21/2017,IN,Delhi,no2,310,4.4,64.9,18.5,1981.83,,
3/22/2017,IN,Delhi,co,206,0.1,40.2,6.4,616.16,,
3/22/2017,IN,Delhi,pm10,103,33,713,166,271743,,
3/22/2017,IN,Delhi,o3,189,0.5,66.4,4.9,2150.09,,
3/22/2017,IN,Delhi,so2,252,0.3,55.7,7.4,630.92,,
3/22/2017,IN,Delhi,pm25,270,39,358,180,27386.5,,
3/22/2017,IN,Delhi,no2,305,1.5,64.2,19.4,2256.01,,
3/23/2017,IN,Delhi,co,200,0.1,375.5,13.4,7433.49,,
3/23/2017,IN,Delhi,pm10,96,73,999,179,515255,,
3/23/2017,IN,Delhi,o3,181,0.5,112.2,4.5,5416.77,,
3/23/2017,IN,Delhi,so2,249,0.5,67.3,10.6,1310.02,,
3/23/2017,IN,Delhi,pm25,277,90,824,189,64076.4,,
3/23/2017,IN,Delhi,no2,298,1.5,81.5,22.7,2691.71,,
3/24/2017,IN,Delhi,co,213,0.1,29.4,7.3,391.49,,
3/24/2017,IN,Delhi,pm10,96,66,661,136,87571.9,,
3/24/2017,IN,Delhi,o3,189,0.9,48.1,6.1,1104.65,,
3/24/2017,IN,Delhi,so2,222,0.2,46.5,8.2,743.59,,
3/24/2017,IN,Delhi,pm25,286,65,647,176,43514.7,,
3/24/2017,IN,Delhi,no2,285,1.5,157.5,18.7,4623.08,,
3/25/2017,IN,Delhi,co,210,0.1,375.5,7.2,6782.09,,
3/25/2017,IN,Delhi,pm10,96,55,908,104,176688,,
3/25/2017,IN,Delhi,o3,191,0.4,51.4,10.3,1667.9,,
3/25/2017,IN,Delhi,so2,209,0.3,56.2,6.9,503.37,,
3/25/2017,IN,Delhi,pm25,270,25,420,159,51782.5,,
3/25/2017,IN,Delhi,no2,279,3.7,84,17.8,3224.73,,
3/26/2017,IN,Delhi,co,193,0.1,383,6.4,7717.42,,
3/26/2017,IN,Delhi,pm10,88,61,697,116,158975,,
3/26/2017,IN,Delhi,o3,164,0.6,126.1,19.9,3318.34,,
3/26/2017,IN,Delhi,so2,199,0.5,63,6.4,639.6,,
3/26/2017,IN,Delhi,pm25,248,61,420,159,32967.6,,
3/26/2017,IN,Delhi,no2,244,4.4,74,16.1,2885.83,,
3/27/2017,IN,Delhi,co,211,0.1,39.3,8.8,1021.93,,
3/27/2017,IN,Delhi,pm10,95,65,616,109,55895.3,,
3/27/2017,IN,Delhi,o3,177,0.5,54,16.6,1915.51,,
3/27/2017,IN,Delhi,so2,232,0.1,34.3,6.9,520.6,,
3/27/2017,IN,Delhi,pm25,282,61,499,160,47216.8,,
3/27/2017,IN,Delhi,no2,294,5.5,74.2,16.9,2619.02,,
3/28/2017,IN,Delhi,co,197,0.1,36.9,6.6,734.42,,
3/28/2017,IN,Delhi,pm10,84,68,522,141,87712.4,,
3/28/2017,IN,Delhi,o3,166,0.5,45.9,5.3,1651.65,,
3/28/2017,IN,Delhi,so2,248,0.5,45.1,5.7,837.72,,
3/28/2017,IN,Delhi,pm25,266,89,824,175,56400.9,,
3/28/2017,IN,Delhi,no2,320,3.7,79.3,20.4,3162.99,,
3/29/2017,IN,Delhi,co,205,0.1,27.5,8.9,519.8,,
3/29/2017,IN,Delhi,pm10,87,39,786,157,176293,,
3/29/2017,IN,Delhi,o3,183,0.5,41.8,6.5,1274.46,,
3/29/2017,IN,Delhi,so2,252,0.5,50.4,4.9,788.51,,
3/29/2017,IN,Delhi,pm25,251,55,357,170,27232,,
3/29/2017,IN,Delhi,no2,320,2.2,82.6,17.7,2462.71,,
3/30/2017,IN,Delhi,co,208,0.1,25.4,5.5,443.97,,
3/30/2017,IN,Delhi,pm10,92,11,503,104,70743,,
3/30/2017,IN,Delhi,o3,185,0.5,51.8,7.8,1617.56,,
3/30/2017,IN,Delhi,so2,242,0.1,26,5.8,408.98,,
3/30/2017,IN,Delhi,pm25,239,33,209,158,8610.28,,
3/30/2017,IN,Delhi,no2,293,4.4,77.7,17.7,2226.47,,
3/31/2017,IN,Delhi,co,207,0.1,46.4,6.4,524.37,,
3/31/2017,IN,Delhi,pm10,77,22,952,133,286236,,
3/31/2017,IN,Delhi,o3,181,0.5,83.4,8.6,3224.46,,
3/31/2017,IN,Delhi,so2,225,0.5,41.5,7.2,573.04,,
3/31/2017,IN,Delhi,pm25,241,53,834,163,32155.7,,
3/31/2017,IN,Delhi,no2,297,2.6,81.7,19.7,3551.07,,
4/1/2017,IN,Delhi,co,175,0.1,28.4,6.6,555.61,,
4/1/2017,IN,Delhi,pm10,70,43,736,137,254895,,
4/1/2017,IN,Delhi,o3,153,0.5,54.1,5.5,1913.84,,
4/1/2017,IN,Delhi,so2,193,0.3,35.1,7.9,704.75,,
4/1/2017,IN,Delhi,pm25,223,59,405,173,33218.5,,
4/1/2017,IN,Delhi,no2,272,1.5,77.8,20.9,3251.36,,
4/2/2017,IN,Delhi,co,185,0.1,28.4,6,361.56,,
4/2/2017,IN,Delhi,pm10,84,35,727,107,115300,,
4/2/2017,IN,Delhi,o3,178,0.5,72.6,7.4,3350.1,,
4/2/2017,IN,Delhi,so2,203,0.1,25.2,6.5,392.13,,
4/2/2017,IN,Delhi,pm25,250,38,344,161,25125.3,,
4/2/2017,IN,Delhi,no2,277,4.8,71.8,17.6,2844.34,,
4/3/2017,IN,Delhi,co,209,0.1,26,6.2,345.61,,
4/3/2017,IN,Delhi,pm10,99,45,494,100,69862.9,,
4/3/2017,IN,Delhi,o3,183,0.5,97,10.6,3436.87,,
4/3/2017,IN,Delhi,so2,212,0.5,51.4,7.8,767.35,,
4/3/2017,IN,Delhi,pm25,249,42,335,158,19508.5,,
4/3/2017,IN,Delhi,no2,275,2.6,75.6,20.2,3407.29,,
4/4/2017,IN,Delhi,co,185,0.1,27.4,6.5,440.15,,
4/4/2017,IN,Delhi,pm10,103,39,999,115,341856,,
4/4/2017,IN,Delhi,o3,159,0.9,45.8,11.8,1391.55,,
4/4/2017,IN,Delhi,so2,196,0.5,57.1,8.6,859.48,,
4/4/2017,IN,Delhi,pm25,228,34,824,162,46850.1,,
4/4/2017,IN,Delhi,no2,238,1.9,68.3,20.9,2921.6,,
4/5/2017,IN,Delhi,co,216,0.1,373.5,6.5,6523.45,,
4/5/2017,IN,Delhi,pm10,101,36,726,103,122526,,
4/5/2017,IN,Delhi,o3,192,1.1,47.8,13.5,1109.67,,
4/5/2017,IN,Delhi,so2,220,0.3,56.2,4.6,556.35,,
4/5/2017,IN,Delhi,pm25,255,25,195,142,13567.6,,
4/5/2017,IN,Delhi,no2,261,2.2,62.5,15.4,2205.23,,
4/6/2017,IN,Delhi,co,206,0.1,26.4,4.8,255.99,,
4/6/2017,IN,Delhi,pm10,100,7,704,113,282531,,
4/6/2017,IN,Delhi,o3,192,1.2,86,13.5,2175.65,,
4/6/2017,IN,Delhi,so2,231,0.5,48.2,5.3,403.58,,
4/6/2017,IN,Delhi,pm25,261,20,824,151,46732.9,,
4/6/2017,IN,Delhi,no2,272,3.3,152.5,14.7,2714.12,,
4/7/2017,IN,Delhi,co,197,0.1,104.3,7.3,8374.38,,
4/7/2017,IN,Delhi,pm10,115,135,999,438,621269,,
4/7/2017,IN,Delhi,o3,190,0.7,150.3,15.3,3653.65,,
4/7/2017,IN,Delhi,so2,247,0.3,59.5,6.9,1106.54,,
4/7/2017,IN,Delhi,pm25,276,155,522,196,106901,,
4/7/2017,IN,Delhi,no2,309,0.3,104,19.8,3265.89,,
4/8/2017,IN,Delhi,co,213,0.1,343.5,8.2,9105.07,,
4/8/2017,IN,Delhi,pm10,109,74,999,209,513314,,
4/8/2017,IN,Delhi,o3,192,0.5,106.8,7.4,5835.17,,
4/8/2017,IN,Delhi,so2,237,0.5,57.7,11.4,1819.36,,
4/8/2017,IN,Delhi,pm25,260,20,522,175,85038.4,,
4/8/2017,IN,Delhi,no2,311,0.9,114.2,24.9,7041.58,,
4/9/2017,IN,Delhi,co,216,0.1,39.5,6.9,905.65,,
4/9/2017,IN,Delhi,pm10,96,56,448,107,56963.6,,
4/9/2017,IN,Delhi,o3,192,0.9,80.8,22.8,3191.57,,
4/9/2017,IN,Delhi,so2,239,0.9,34.5,8.2,480.15,,
4/9/2017,IN,Delhi,pm25,261,25,420,134,31511.6,,
4/9/2017,IN,Delhi,no2,308,1.9,71.3,16.1,2795.79,,
4/10/2017,IN,Delhi,co,217,0.1,30.9,7.9,601.48,,
4/10/2017,IN,Delhi,pm10,97,58,726,111,167779,,
4/10/2017,IN,Delhi,o3,190,6.5,86.5,24.9,2776.94,,
4/10/2017,IN,Delhi,so2,241,0.5,33.3,6.9,426.62,,
4/10/2017,IN,Delhi,pm25,259,56,420,153,30152.2,,
4/10/2017,IN,Delhi,no2,308,4.4,78.8,16.4,2787.79,,
4/11/2017,IN,Delhi,co,220,0.1,34.6,8.3,595.53,,
4/11/2017,IN,Delhi,pm10,106,67,707,129,110246,,
4/11/2017,IN,Delhi,o3,184,0.5,170.1,24.4,6666.16,,
4/11/2017,IN,Delhi,so2,243,0.5,40.6,9,580.01,,
4/11/2017,IN,Delhi,pm25,263,74,824,160,93431,,
4/11/2017,IN,Delhi,no2,307,4.4,92.2,20.6,3175,,
4/12/2017,IN,Delhi,co,258,0.1,46.1,6.9,911.01,,
4/12/2017,IN,Delhi,pm10,127,74,999,151,176469,,
4/12/2017,IN,Delhi,o3,213,0.9,100.3,19.9,3915.19,,
4/12/2017,IN,Delhi,so2,277,1.7,47.2,10.2,730.74,,
4/12/2017,IN,Delhi,pm25,279,80,420,169,15931,,
4/12/2017,IN,Delhi,no2,302,3,104.2,19.9,5119.18,,
4/13/2017,IN,Delhi,co,247,0.1,90.1,8.2,2836.95,,
4/13/2017,IN,Delhi,pm10,141,53,926,181,368200,,
4/13/2017,IN,Delhi,o3,201,0.9,142.2,6.8,8844.82,,
4/13/2017,IN,Delhi,so2,268,0.9,69.3,13.8,1832.06,,
4/13/2017,IN,Delhi,pm25,312,70,824,197,77049.1,,
4/13/2017,IN,Delhi,no2,330,1.5,145.1,24.2,7924.6,,
4/14/2017,IN,Delhi,co,263,0.1,147.9,14.6,3048.21,,
4/14/2017,IN,Delhi,pm10,143,69,976,187,475822,,
4/14/2017,IN,Delhi,o3,216,0.5,241.3,10.6,22958.1,,
4/14/2017,IN,Delhi,so2,284,1.3,73.6,15.9,2249.58,,
4/14/2017,IN,Delhi,pm25,333,117,824,210,82121.2,,
4/14/2017,IN,Delhi,no2,358,1.5,167.8,35.5,13271.7,,
4/15/2017,IN,Delhi,co,226,0.1,359.3,8,10816.9,,
4/15/2017,IN,Delhi,pm10,119,21,999,197,602506,,
4/15/2017,IN,Delhi,o3,208,0.5,140.4,11.8,6478.47,,
4/15/2017,IN,Delhi,so2,242,0.3,82.8,13.8,1682.18,,
4/15/2017,IN,Delhi,pm25,311,80,824,215,87728.1,,
4/15/2017,IN,Delhi,no2,314,1.5,154.9,31.5,11413.6,,
4/16/2017,IN,Delhi,co,201,0.1,58.3,13.2,941.44,,
4/16/2017,IN,Delhi,pm10,96,83,892,177,396365,,
4/16/2017,IN,Delhi,o3,191,0.5,155.9,11.4,13620.1,,
4/16/2017,IN,Delhi,so2,203,2.1,60.6,11.9,1750.04,,
4/16/2017,IN,Delhi,pm25,272,105,459,201,36144.8,,
4/16/2017,IN,Delhi,no2,272,1.5,102,28.6,6092.7,,
4/17/2017,IN,Delhi,co,195,0.1,68.8,7.5,1349.59,,
4/17/2017,IN,Delhi,pm10,104,83,947,186,182235,,
4/17/2017,IN,Delhi,o3,190,0.9,120.3,17.5,6144.82,,
4/17/2017,IN,Delhi,so2,204,2.1,52.2,7.8,897.62,,
4/17/2017,IN,Delhi,pm25,252,99,824,186,35470.2,,
4/17/2017,IN,Delhi,no2,258,1.5,113.4,28.2,8415.04,,
4/18/2017,IN,Delhi,co,176,0.1,370.1,7.4,8408.22,,
4/18/2017,IN,Delhi,pm10,120,26,999,228,293215,,
4/18/2017,IN,Delhi,o3,199,0.5,133.8,10.2,6102.08,,
4/18/2017,IN,Delhi,so2,199,1.6,72.7,9,1480.57,,
4/18/2017,IN,Delhi,pm25,265,112,420,199,32699.7,,
4/18/2017,IN,Delhi,no2,260,1.5,112,25.3,8640.85,,
4/19/2017,IN,Delhi,co,218,0.1,74.4,8.2,2436.22,,
4/19/2017,IN,Delhi,pm10,119,30,999,170,562735,,
4/19/2017,IN,Delhi,o3,208,0.5,66.9,9.8,1825.46,,
4/19/2017,IN,Delhi,so2,231,0.5,71,9,1280.72,,
4/19/2017,IN,Delhi,pm25,306,34,459,183,37817.4,,
4/19/2017,IN,Delhi,no2,292,3.7,155.8,20.6,6330.43,,
4/20/2017,IN,Delhi,co,210,0.1,56.3,10.3,1248.21,,
4/20/2017,IN,Delhi,pm10,100,74,999,156,746297,,
4/20/2017,IN,Delhi,o3,198,0.3,69.1,7.2,2330.89,,
4/20/2017,IN,Delhi,so2,192,1.3,60.2,9,1047.68,,
4/20/2017,IN,Delhi,pm25,289,85,824,174,97641.8,,
4/20/2017,IN,Delhi,no2,290,1.5,133,24.9,6115.62,,
4/21/2017,IN,Delhi,co,209,0.1,82.8,6.8,1033.81,,
4/21/2017,IN,Delhi,pm10,92,128,901,245,250496,,
4/21/2017,IN,Delhi,o3,188,0.5,144.6,12.5,6678.17,,
4/21/2017,IN,Delhi,so2,188,0.9,34.1,6.9,387.09,,
4/21/2017,IN,Delhi,pm25,283,103,824,183,39190.8,,
4/21/2017,IN,Delhi,no2,284,1.5,112.8,19.8,4146.03,,
4/22/2017,IN,Delhi,co,190,0.1,341.8,10,6233.29,,
4/22/2017,IN,Delhi,pm10,71,77,999,190,326529,,
4/22/2017,IN,Delhi,o3,166,1.3,65.6,11.2,1381.06,,
4/22/2017,IN,Delhi,so2,181,0.5,124.9,6.4,1466.06,,
4/22/2017,IN,Delhi,pm25,259,55,473,177,44566.7,,
4/22/2017,IN,Delhi,no2,261,3.7,173,17.6,2957.48,,
4/23/2017,IN,Delhi,co,190,0.1,33.7,5.9,365.77,,
4/23/2017,IN,Delhi,pm10,76,19,999,132,196870,,
4/23/2017,IN,Delhi,o3,168,0.5,47.6,9.8,1468.48,,
4/23/2017,IN,Delhi,so2,195,0.9,30.7,6.7,274.82,,
4/23/2017,IN,Delhi,pm25,263,12,348,165,21407.1,,
4/23/2017,IN,Delhi,no2,256,3.3,72.9,13.9,1838.18,,
4/24/2017,IN,Delhi,co,187,0.1,50.6,6.6,1445.01,,
4/24/2017,IN,Delhi,pm10,96,59,665,134,141287,,
4/24/2017,IN,Delhi,o3,175,0.5,67.7,16.7,1701.65,,
4/24/2017,IN,Delhi,so2,199,0.5,62.6,6.5,682.14,,
4/24/2017,IN,Delhi,pm25,270,42,420,162,39501.7,,
4/24/2017,IN,Delhi,no2,262,2.9,80.4,12.5,2163.86,,
4/25/2017,IN,Delhi,co,202,0.1,44.3,5.7,669.95,,
4/25/2017,IN,Delhi,pm10,91,24,999,137,407160,,
4/25/2017,IN,Delhi,o3,171,1.3,141.9,25.6,5637.49,,
4/25/2017,IN,Delhi,so2,202,0.4,55.7,7.3,941.29,,
4/25/2017,IN,Delhi,pm25,266,75,420,164,18248.1,,
4/25/2017,IN,Delhi,no2,270,0.8,100.3,15.4,2582.03,,
4/26/2017,IN,Delhi,co,189,0.1,25.3,7.7,248.34,,
4/26/2017,IN,Delhi,pm10,87,41,596,97,132984,,
4/26/2017,IN,Delhi,o3,172,2.4,109.5,19.9,4147.64,,
4/26/2017,IN,Delhi,so2,187,0.5,38.7,6.5,439.44,,
4/26/2017,IN,Delhi,pm25,260,58,324,151,16467.4,,
4/26/2017,IN,Delhi,no2,261,2.6,103.3,14.8,2785.03,,
4/27/2017,IN,Delhi,co,211,0.1,325.9,7.9,5272.45,,
4/27/2017,IN,Delhi,pm10,96,46,680,143,215828,,
4/27/2017,IN,Delhi,o3,191,1.3,120.3,15.9,5536.89,,
4/27/2017,IN,Delhi,so2,197,0.5,77,9,2178.48,,
4/27/2017,IN,Delhi,pm25,277,63,420,163,21609.9,,
4/27/2017,IN,Delhi,no2,279,0.5,173,18,5926.95,,
4/28/2017,IN,Delhi,co,189,0.1,33.3,6.7,449.2,,
4/28/2017,IN,Delhi,pm10,95,70,999,131,269141,,
4/28/2017,IN,Delhi,o3,181,0.9,112.2,13,4236.56,,
4/28/2017,IN,Delhi,so2,186,0.1,55.3,6.9,920.03,,
4/28/2017,IN,Delhi,pm25,239,67,420,164,27170.2,,
4/28/2017,IN,Delhi,no2,263,2.6,57.9,16.5,2036.32,,
4/29/2017,IN,Delhi,co,151,0.1,74,6.6,1865.85,,
4/29/2017,IN,Delhi,pm10,83,57,876,172,247090,,
4/29/2017,IN,Delhi,o3,131,1.3,194.2,15.9,13385.6,,
4/29/2017,IN,Delhi,so2,148,0.5,64.4,8.2,1846.84,,
4/29/2017,IN,Delhi,pm25,208,96,999,179,88303.2,,
4/29/2017,IN,Delhi,no2,223,2.8,94.4,23.8,3562.57,,
4/30/2017,IN,Delhi,co,199,0.1,55.3,8.4,679.49,,
4/30/2017,IN,Delhi,pm10,96,78,494,134,57916.5,,
4/30/2017,IN,Delhi,o3,173,1,183.8,19.5,9912.08,,
4/30/2017,IN,Delhi,so2,183,0.5,52.9,8.2,1386.98,,
4/30/2017,IN,Delhi,pm25,270,82,999,164,40900.7,,
4/30/2017,IN,Delhi,no2,271,2.3,81.5,15.4,2090.34,,
5/1/2017,IN,Delhi,co,196,0.1,68.5,6.4,832.09,,
5/1/2017,IN,Delhi,pm10,95,3,763,113,95955.2,,
5/1/2017,IN,Delhi,o3,184,0.5,312.8,21.2,14374.4,,
5/1/2017,IN,Delhi,so2,196,1,53.8,6.9,1797.25,,
5/1/2017,IN,Delhi,pm25,257,33,999,161,56948.8,,
5/1/2017,IN,Delhi,no2,258,1.5,99.2,15.4,2656.01,,
5/2/2017,IN,Delhi,co,192,0.1,67.7,7.1,2761.56,,
5/2/2017,IN,Delhi,pm10,96,14,984,131,341298,,
5/2/2017,IN,Delhi,o3,184,0.5,206.5,16.3,13932,,
5/2/2017,IN,Delhi,so2,204,0.2,118.8,7.9,3182.3,,
