Date,Country,City,Specie,count,min,max,median,variance,,
5/2/2017,IN,Delhi,pm25,255,117,999,189,218776,,
5/2/2017,IN,Delhi,no2,262,2.6,109.9,27.8,6653.85,,
5/3/2017,IN,Delhi,co,192,0.1,61.1,12.7,1309.55,,
5/3/2017,IN,Delhi,pm10,104,79,999,169,379271,,
5/3/2017,IN,Delhi,o3,192,0.7,86.5,12.2,2193.51,,
5/3/2017,IN,Delhi,so2,214,0.3,59.3,11.8,1566.18,,
5/3/2017,IN,Delhi,pm25,267,117,999,198,106408,,
5/3/2017,IN,Delhi,no2,286,0.5,102,26,4476.85,,
5/4/2017,IN,Delhi,co,224,0.1,359.8,7,5988.46,,
5/4/2017,IN,Delhi,pm10,118,63,798,131,263582,,
5/4/2017,IN,Delhi,o3,192,0.5,113.3,15.2,5002.29,,
5/4/2017,IN,Delhi,so2,243,1.3,62.8,5.9,768.32,,
5/4/2017,IN,Delhi,pm25,290,99,420,171,27331,,
5/4/2017,IN,Delhi,no2,312,2.6,76.3,15.5,2248.12,,
5/5/2017,IN,Delhi,co,236,0.1,64.4,8.2,1178.51,,
5/5/2017,IN,Delhi,pm10,116,80,973,205,467935,,
5/5/2017,IN,Delhi,o3,192,0.5,160.4,19.4,10180.7,,
5/5/2017,IN,Delhi,so2,251,0.9,59.6,10.2,1300.54,,
5/5/2017,IN,Delhi,pm25,252,137,999,205,130087,,
5/5/2017,IN,Delhi,no2,279,2.8,88.1,20.4,3744.22,,
5/6/2017,IN,Delhi,co,215,0.1,77.9,15,2169.98,,
5/6/2017,IN,Delhi,pm10,97,75,842,166,333596,,
5/6/2017,IN,Delhi,o3,184,0.5,174,13.5,14141.4,,
5/6/2017,IN,Delhi,so2,219,1.7,55.3,9.8,1457.48,,
5/6/2017,IN,Delhi,pm25,237,103,999,197,227228,,
5/6/2017,IN,Delhi,no2,243,2.7,101.8,26.8,5090.6,,
5/7/2017,IN,Delhi,co,176,0.1,73,14.5,2575.46,,
5/7/2017,IN,Delhi,pm10,83,55,936,160,459644,,
5/7/2017,IN,Delhi,o3,173,0.5,159.2,8.5,10821.9,,
5/7/2017,IN,Delhi,so2,176,2.1,54.4,11.4,1530.22,,
5/7/2017,IN,Delhi,pm25,208,84,999,209,218090,,
5/7/2017,IN,Delhi,no2,202,2.7,101.2,22,5288.94,,
5/8/2017,IN,Delhi,co,186,0.1,64.6,14.5,2304.06,,
5/8/2017,IN,Delhi,pm10,104,57,999,185,332692,,
5/8/2017,IN,Delhi,o3,170,0.5,228.5,14.1,23459.3,,
5/8/2017,IN,Delhi,so2,184,0.9,83.3,10.5,2417.73,,
5/8/2017,IN,Delhi,pm25,231,126,999,199,173305,,
5/8/2017,IN,Delhi,no2,215,3,115.8,22.3,8093.08,,
5/9/2017,IN,Delhi,co,228,0.1,40.5,7.4,597.09,,
5/9/2017,IN,Delhi,pm10,117,67,718,171,182095,,
5/9/2017,IN,Delhi,o3,190,1.1,152.3,13.5,4976.38,,
5/9/2017,IN,Delhi,so2,234,0.5,57.4,7.3,1251.9,,
5/9/2017,IN,Delhi,pm25,283,119,420,176,18666.5,,
5/9/2017,IN,Delhi,no2,283,3,101.9,16.1,2414.5,,
5/10/2017,IN,Delhi,co,216,0.1,297.5,7.5,4240.06,,
5/10/2017,IN,Delhi,pm10,108,24,526,121,67362.7,,
5/10/2017,IN,Delhi,o3,178,1.2,151.3,19.9,6004.76,,
5/10/2017,IN,Delhi,so2,207,0.5,61.1,6.7,1141.46,,
5/10/2017,IN,Delhi,pm25,256,121,483,159,37679.5,,
5/10/2017,IN,Delhi,no2,262,3,60,11.3,1175.28,,
5/11/2017,IN,Delhi,co,203,0.1,203.3,9.4,2803.22,,
5/11/2017,IN,Delhi,pm10,106,35,999,132,201757,,
5/11/2017,IN,Delhi,o3,169,0.8,136.5,17.9,9520.85,,
5/11/2017,IN,Delhi,so2,195,0.5,85.3,10.2,2232.4,,
5/11/2017,IN,Delhi,pm25,237,63,999,165,53007.5,,
5/11/2017,IN,Delhi,no2,237,0.9,103.2,18.3,3675.42,,
5/12/2017,IN,Delhi,co,229,0.1,389,13.1,7042.77,,
5/12/2017,IN,Delhi,pm10,113,26,999,315,640119,,
5/12/2017,IN,Delhi,o3,187,0.9,163,17.9,10919.5,,
5/12/2017,IN,Delhi,so2,226,0.5,203.2,11.8,4095.23,,
5/12/2017,IN,Delhi,pm25,269,59,999,222,92029,,
5/12/2017,IN,Delhi,no2,269,1.9,102.3,20.4,3431.13,,
5/13/2017,IN,Delhi,co,227,0.1,77.9,16.1,1469.41,,
5/13/2017,IN,Delhi,pm10,113,70,999,172,329482,,
5/13/2017,IN,Delhi,o3,188,1.3,136.5,13.8,8487.34,,
5/13/2017,IN,Delhi,so2,227,0.5,122.7,9.4,2850.89,,
5/13/2017,IN,Delhi,pm25,255,153,999,207,153472,,
5/13/2017,IN,Delhi,no2,270,1.1,102.4,20.9,4916,,
5/14/2017,IN,Delhi,co,240,0.1,45.2,10.4,817.01,,
5/14/2017,IN,Delhi,pm10,120,27,699,149,170936,,
5/14/2017,IN,Delhi,o3,192,0.5,114.9,10.6,6143.83,,
5/14/2017,IN,Delhi,so2,240,0.5,55.7,8.6,1223.81,,
5/14/2017,IN,Delhi,pm25,262,77,999,190,190901,,
5/14/2017,IN,Delhi,no2,276,2.2,79.9,19.4,3294.68,,
5/15/2017,IN,Delhi,co,210,0.1,58.4,9.3,1087.19,,
5/15/2017,IN,Delhi,pm10,116,26,999,159,351419,,
5/15/2017,IN,Delhi,o3,192,0.5,79.2,7.6,2263.68,,
5/15/2017,IN,Delhi,so2,229,1.3,64.4,6.9,1733.45,,
5/15/2017,IN,Delhi,pm25,291,5,999,176,188243,,
5/15/2017,IN,Delhi,no2,293,2.2,98.6,16.9,3520.98,,
5/16/2017,IN,Delhi,co,190,0.1,55.5,10.2,661.35,,
5/16/2017,IN,Delhi,pm10,109,67,999,168,389341,,
5/16/2017,IN,Delhi,o3,177,0.9,137.2,17.9,4051.05,,
5/16/2017,IN,Delhi,so2,217,1.3,66.4,10.3,1499.93,,
5/16/2017,IN,Delhi,pm25,256,82,999,183,96397.4,,
5/16/2017,IN,Delhi,no2,257,2.3,100.3,13.9,2710.4,,
5/17/2017,IN,Delhi,co,171,0.1,26.9,7.8,496.26,,
5/17/2017,IN,Delhi,pm10,91,56,999,131,127880,,
5/17/2017,IN,Delhi,o3,143,2.1,104.1,15.5,2340.07,,
5/17/2017,IN,Delhi,so2,195,0.5,53.9,7.3,1022.86,,
5/17/2017,IN,Delhi,pm25,234,63,657,166,26483.1,,
5/17/2017,IN,Delhi,no2,216,2.6,134.9,12.3,2047.8,,
5/18/2017,IN,Delhi,co,167,0.1,391.8,5.4,9437.26,,
5/18/2017,IN,Delhi,pm10,69,26,245,135,22560,,
5/18/2017,IN,Delhi,o3,138,1.3,82.1,14.3,2754.56,,
5/18/2017,IN,Delhi,so2,181,1.3,60.6,8.2,1385.17,,
5/18/2017,IN,Delhi,pm25,228,38,999,172,146628,,
5/18/2017,IN,Delhi,no2,207,1.9,53.6,11.7,1881.53,,
5/19/2017,IN,Delhi,co,205,0.1,48.9,6.4,467.67,,
5/19/2017,IN,Delhi,pm10,102,58,914,144,208550,,
5/19/2017,IN,Delhi,o3,175,1.3,147.7,14.9,4251.94,,
5/19/2017,IN,Delhi,so2,204,0.5,59.6,8.4,1336.97,,
5/19/2017,IN,Delhi,pm25,247,59,430,176,34375.4,,
5/19/2017,IN,Delhi,no2,235,1.9,78.7,15.2,2790.47,,
5/20/2017,IN,Delhi,co,192,0.1,56.3,6.4,1041.09,,
5/20/2017,IN,Delhi,pm10,107,42,999,160,334258,,
5/20/2017,IN,Delhi,o3,172,0.5,102.8,15.8,4105.57,,
5/20/2017,IN,Delhi,so2,183,0.5,43.6,6.9,753.71,,
5/20/2017,IN,Delhi,pm25,238,72,999,176,109567,,
5/20/2017,IN,Delhi,no2,223,3,121.7,17.1,4390.61,,
5/21/2017,IN,Delhi,co,170,0.1,63.6,10.2,1398.93,,
5/21/2017,IN,Delhi,pm10,103,82,999,321,571053,,
5/21/2017,IN,Delhi,o3,161,0.5,205.4,12.5,11568.4,,
5/21/2017,IN,Delhi,so2,201,1.7,51.9,8.4,924.42,,
5/21/2017,IN,Delhi,pm25,242,46,530,209,58611.9,,
5/21/2017,IN,Delhi,no2,243,2.6,119.7,16.4,4696.52,,
5/22/2017,IN,Delhi,co,215,0.1,62.8,10.3,1112.98,,
5/22/2017,IN,Delhi,pm10,98,70,999,186,332284,,
5/22/2017,IN,Delhi,o3,147,0.5,116.1,5.7,3375.27,,
5/22/2017,IN,Delhi,so2,218,0.5,71.2,6.8,781.72,,
5/22/2017,IN,Delhi,pm25,259,66,338,177,16033.5,,
5/22/2017,IN,Delhi,no2,261,1.3,130.1,26,5383.03,,
5/23/2017,IN,Delhi,co,214,0.1,66,10.7,1354.84,,
5/23/2017,IN,Delhi,pm10,108,74,999,135,476046,,
5/23/2017,IN,Delhi,o3,144,0.5,76.6,11.4,2439.41,,
5/23/2017,IN,Delhi,so2,204,0.9,45.3,7.3,604.4,,
5/23/2017,IN,Delhi,pm25,275,83,420,173,23795.3,,
5/23/2017,IN,Delhi,no2,268,0.8,130.1,22.8,4993.43,,
5/24/2017,IN,Delhi,co,202,0.1,210.9,11,2615.71,,
5/24/2017,IN,Delhi,pm10,83,55,389,134,32322.6,,
5/24/2017,IN,Delhi,o3,131,0.7,49.4,12.3,2155.2,,
5/24/2017,IN,Delhi,so2,200,0.5,212.1,7,3079.46,,
5/24/2017,IN,Delhi,pm25,264,8,420,177,17553.2,,
5/24/2017,IN,Delhi,no2,266,0.8,130.1,24.5,6185.3,,
5/25/2017,IN,Delhi,co,162,0.1,59.9,7.7,1182.07,,
5/25/2017,IN,Delhi,pm10,83,65,537,125,68360,,
5/25/2017,IN,Delhi,o3,106,0.9,185.1,17.6,15379.2,,
5/25/2017,IN,Delhi,so2,155,0.5,36.6,9.4,763,,
5/25/2017,IN,Delhi,pm25,223,78,420,174,26096.7,,
5/25/2017,IN,Delhi,no2,222,4.8,125,23.9,6133.24,,
5/26/2017,IN,Delhi,co,227,0.1,328.4,8.2,5061.79,,
5/26/2017,IN,Delhi,pm10,121,57,990,137,169753,,
5/26/2017,IN,Delhi,o3,178,0.7,152.1,19.1,7818.02,,
5/26/2017,IN,Delhi,so2,215,0.5,64.2,8.6,1443.8,,
5/26/2017,IN,Delhi,pm25,298,108,420,181,21371.5,,
5/26/2017,IN,Delhi,no2,299,4.1,147.7,23.8,7299,,
5/27/2017,IN,Delhi,co,197,0.1,49.2,7.3,418.12,,
5/27/2017,IN,Delhi,pm10,130,68,405,160,44848.5,,
5/27/2017,IN,Delhi,o3,137,6.5,84.7,21.7,2545.61,,
5/27/2017,IN,Delhi,so2,161,0.5,40.6,6.9,667.36,,
5/27/2017,IN,Delhi,pm25,264,70,420,157,11339.8,,
5/27/2017,IN,Delhi,no2,268,0.8,86.3,18.8,2209.14,,
5/28/2017,IN,Delhi,co,244,0.1,21.4,7.3,323.85,,
5/28/2017,IN,Delhi,pm10,128,1,214,77,12924.7,,
5/28/2017,IN,Delhi,o3,188,3.2,59.3,17.5,1620.85,,
5/28/2017,IN,Delhi,so2,216,0.5,24.4,4.9,423.36,,
5/28/2017,IN,Delhi,pm25,310,38,420,119,16949.1,,
5/28/2017,IN,Delhi,no2,312,4.4,100.8,15,1445.1,,
5/29/2017,IN,Delhi,co,228,0.1,21.6,7.6,368.75,,
5/29/2017,IN,Delhi,pm10,126,46,184,84,12455.9,,
5/29/2017,IN,Delhi,o3,167,0.8,42.3,13,917.07,,
5/29/2017,IN,Delhi,so2,202,0.5,53.8,4.5,558.87,,
5/29/2017,IN,Delhi,pm25,294,61,420,145,17607.1,,
5/29/2017,IN,Delhi,no2,296,3.7,82.6,15.4,2255.18,,
5/30/2017,IN,Delhi,co,202,0.1,46,7.3,514.69,,
5/30/2017,IN,Delhi,pm10,96,57,917,85,88648,,
5/30/2017,IN,Delhi,o3,159,0.9,106.8,16.7,4735.81,,
5/30/2017,IN,Delhi,so2,204,0.9,37.7,6.5,502,,
5/30/2017,IN,Delhi,pm25,279,45,434,158,22069.5,,
5/30/2017,IN,Delhi,no2,280,5.2,96.5,17.6,2770.81,,
5/31/2017,IN,Delhi,co,244,0.1,259,6,3529.03,,
5/31/2017,IN,Delhi,pm10,107,51,169,86,9626.83,,
5/31/2017,IN,Delhi,o3,207,0.6,37,10.6,559.46,,
5/31/2017,IN,Delhi,so2,249,0.5,206.2,5.9,2166.96,,
5/31/2017,IN,Delhi,pm25,307,62,999,153,117972,,
5/31/2017,IN,Delhi,no2,321,4.8,103.8,19.5,2893.55,,
6/1/2017,IN,Delhi,co,243,0.1,382.9,12.5,6764.05,,
6/1/2017,IN,Delhi,pm10,132,30,999,127,160322,,
6/1/2017,IN,Delhi,o3,208,0.5,81.3,12.2,2857.72,,
6/1/2017,IN,Delhi,so2,236,0.5,193.3,6.1,2136.73,,
6/1/2017,IN,Delhi,pm25,301,10,420,170,26844.5,,
6/1/2017,IN,Delhi,no2,318,2.2,104.5,19.9,5460,,
6/2/2017,IN,Delhi,co,250,0.1,158.2,8.5,1988.08,,
6/2/2017,IN,Delhi,pm10,139,64,999,153,364503,,
6/2/2017,IN,Delhi,o3,211,0.5,102.1,10.2,4859.11,,
6/2/2017,IN,Delhi,so2,247,0.5,45.1,6.1,496.89,,
6/2/2017,IN,Delhi,pm25,313,98,420,178,32192.4,,
6/2/2017,IN,Delhi,no2,322,4.8,106.1,22,7026.39,,
6/3/2017,IN,Delhi,co,207,0.1,362.9,9.7,7711.1,,
6/3/2017,IN,Delhi,pm10,137,20,999,148,377973,,
6/3/2017,IN,Delhi,o3,179,0.5,97,7.5,4971.21,,
6/3/2017,IN,Delhi,so2,207,0.9,207,7.3,2502.57,,
6/3/2017,IN,Delhi,pm25,262,88,410,168,19401.7,,
6/3/2017,IN,Delhi,no2,265,5.2,105.9,26.7,7278.49,,
6/4/2017,IN,Delhi,co,196,0.1,44.8,8.9,725.41,,
6/4/2017,IN,Delhi,pm10,125,48,999,200,405834,,
6/4/2017,IN,Delhi,o3,177,0.5,73.9,9.8,2397.41,,
6/4/2017,IN,Delhi,so2,195,0.9,31.7,7.3,444.57,,
6/4/2017,IN,Delhi,pm25,272,111,372,170,23827.7,,
6/4/2017,IN,Delhi,no2,244,3,101,22.4,4700.16,,
6/5/2017,IN,Delhi,co,197,0.1,50.4,5.3,563.26,,
6/5/2017,IN,Delhi,pm10,135,55,602,149,112895,,
6/5/2017,IN,Delhi,o3,160,1.1,46.7,9.5,911.64,,
6/5/2017,IN,Delhi,so2,197,1.2,22.6,5.3,166.95,,
6/5/2017,IN,Delhi,pm25,254,54,322,155,12951.4,,
6/5/2017,IN,Delhi,no2,247,1.6,67.6,15.4,2646.79,,
6/6/2017,IN,Delhi,co,213,0.1,65.2,4.8,667.64,,
6/6/2017,IN,Delhi,pm10,101,58,704,150,181332,,
6/6/2017,IN,Delhi,o3,184,0.9,145.6,8.2,1655.81,,
6/6/2017,IN,Delhi,so2,214,0.5,57.7,4.5,475.61,,
6/6/2017,IN,Delhi,pm25,239,61,420,158,53210.8,,
6/6/2017,IN,Delhi,no2,262,4.1,70.3,12.5,1863.94,,
6/7/2017,IN,Delhi,co,240,0.1,64.9,5.6,410.77,,
6/7/2017,IN,Delhi,pm10,96,40,834,99,150437,,
6/7/2017,IN,Delhi,o3,206,4.1,45.9,12.5,693.94,,
6/7/2017,IN,Delhi,so2,233,0.5,64.5,5.6,494.02,,
6/7/2017,IN,Delhi,pm25,269,45,420,130,62237.5,,
6/7/2017,IN,Delhi,no2,288,3.3,72.9,10.6,2381.71,,
6/8/2017,IN,Delhi,co,228,0.1,23.7,5,185.68,,
6/8/2017,IN,Delhi,pm10,96,14,176,81,7732.55,,
6/8/2017,IN,Delhi,o3,194,1.3,131.1,13.3,3912.31,,
6/8/2017,IN,Delhi,so2,226,0.9,30.3,4.5,374.39,,
6/8/2017,IN,Delhi,pm25,253,8,999,134,53990.2,,
6/8/2017,IN,Delhi,no2,275,2.2,96,12,2838.16,,
6/9/2017,IN,Delhi,co,234,0.1,86.4,8.6,929.5,,
6/9/2017,IN,Delhi,pm10,102,65,486,126,51661.7,,
6/9/2017,IN,Delhi,o3,201,1.6,168.2,13.9,8666.53,,
6/9/2017,IN,Delhi,so2,234,1.3,147.3,7.2,1294.77,,
6/9/2017,IN,Delhi,pm25,259,63,721,160,25943,,
6/9/2017,IN,Delhi,no2,288,2.2,85.5,17,3272.28,,
6/10/2017,IN,Delhi,co,213,0.1,29.2,6.8,336.47,,
6/10/2017,IN,Delhi,pm10,89,72,555,139,109084,,
6/10/2017,IN,Delhi,o3,197,0.5,153.2,18.4,6990.63,,
6/10/2017,IN,Delhi,so2,213,1.3,57.7,7.3,1136.56,,
6/10/2017,IN,Delhi,pm25,234,79,289,162,9352.78,,
6/10/2017,IN,Delhi,no2,255,2.6,104.1,16.5,2871.4,,
6/11/2017,IN,Delhi,co,235,0.1,33.5,5,247.95,,
6/11/2017,IN,Delhi,pm10,72,44,451,76,48140.7,,
6/11/2017,IN,Delhi,o3,205,0.6,138.9,26.8,5768.59,,
6/11/2017,IN,Delhi,so2,239,0.9,49.6,6.6,585.89,,
6/11/2017,IN,Delhi,pm25,267,56,420,132,14578.8,,
6/11/2017,IN,Delhi,no2,287,2.2,79.3,11.7,1467.36,,
6/12/2017,IN,Delhi,co,239,0.1,37.8,6.6,486.7,,
6/12/2017,IN,Delhi,pm10,92,64,194,101,7994.03,,
6/12/2017,IN,Delhi,o3,206,0.5,104.7,23.6,4530.25,,
6/12/2017,IN,Delhi,so2,240,0.6,30,6.8,376.54,,
6/12/2017,IN,Delhi,pm25,289,57,338,156,16413.8,,
6/12/2017,IN,Delhi,no2,295,2.6,101.6,12.6,2853.39,,
6/13/2017,IN,Delhi,co,240,0.1,75,6.2,1158.01,,
6/13/2017,IN,Delhi,pm10,109,34,869,115,344662,,
6/13/2017,IN,Delhi,o3,215,0.5,214,14.3,6544.18,,
6/13/2017,IN,Delhi,so2,240,0.9,34.9,6.1,314.66,,
6/13/2017,IN,Delhi,pm25,278,54,416,153,22158.5,,
6/13/2017,IN,Delhi,no2,307,0.4,82,13.6,2980.1,,
6/14/2017,IN,Delhi,co,221,0.1,25.8,5.1,289.3,,
6/14/2017,IN,Delhi,pm10,114,80,972,178,301276,,
6/14/2017,IN,Delhi,o3,214,0.5,104.2,15.4,3807.38,,
6/14/2017,IN,Delhi,so2,237,0.5,60.2,6.9,553.2,,
6/14/2017,IN,Delhi,pm25,292,45,295,159,15300.5,,
6/14/2017,IN,Delhi,no2,302,2.2,70.2,12.5,2179.36,,
6/15/2017,IN,Delhi,co,224,0.1,41.1,5.9,510.25,,
6/15/2017,IN,Delhi,pm10,109,66,917,224,282126,,
6/15/2017,IN,Delhi,o3,209,5,141.9,23.4,3659.48,,
6/15/2017,IN,Delhi,so2,217,0.5,62.5,6.9,937.21,,
6/15/2017,IN,Delhi,pm25,262,50,420,158,32471.6,,
6/15/2017,IN,Delhi,no2,280,2.2,93.3,12.2,3166.11,,
6/16/2017,IN,Delhi,co,234,0.1,86.4,8.2,1128.48,,
6/16/2017,IN,Delhi,pm10,120,20,586,87,93165.2,,
6/16/2017,IN,Delhi,o3,202,1.7,101.7,15.5,3886.61,,
6/16/2017,IN,Delhi,so2,231,0.5,68.3,6.9,818.96,,
6/16/2017,IN,Delhi,pm25,305,20,999,153,50274,,
6/16/2017,IN,Delhi,no2,306,2.6,105.1,17.2,2849.97,,
6/17/2017,IN,Delhi,co,237,0.1,161,9.1,2513.26,,
6/17/2017,IN,Delhi,pm10,133,1,549,71,68099.8,,
6/17/2017,IN,Delhi,o3,201,0.5,149.7,11.8,1851.7,,
6/17/2017,IN,Delhi,so2,231,0.9,54.3,5.4,291.34,,
6/17/2017,IN,Delhi,pm25,309,1,214,134,10076.9,,
6/17/2017,IN,Delhi,no2,310,1.9,63.5,13.6,1644.6,,
6/18/2017,IN,Delhi,co,246,0.1,52,5.9,600.29,,
6/18/2017,IN,Delhi,pm10,141,50,884,138,397279,,
6/18/2017,IN,Delhi,o3,216,0.5,36.2,8.3,584.79,,
6/18/2017,IN,Delhi,so2,248,0.5,14.2,4.5,91.41,,
6/18/2017,IN,Delhi,pm25,321,77,420,157,34283.5,,
6/18/2017,IN,Delhi,no2,308,0.2,44.7,9.9,1363.52,,
6/19/2017,IN,Delhi,co,233,0.1,86.4,9.5,1420.5,,
6/19/2017,IN,Delhi,pm10,133,30,999,138,366169,,
6/19/2017,IN,Delhi,o3,190,0.5,55.8,7.9,919.1,,
6/19/2017,IN,Delhi,so2,236,0.5,39.8,5.5,253.36,,
6/19/2017,IN,Delhi,pm25,302,30,420,156,52450.8,,
6/19/2017,IN,Delhi,no2,290,0.2,57.6,14.5,1554.85,,
6/20/2017,IN,Delhi,co,253,0.1,42,6.8,663.35,,
6/20/2017,IN,Delhi,pm10,131,12,999,68,159949,,
6/20/2017,IN,Delhi,o3,205,0.7,78.4,11,1501.23,,
6/20/2017,IN,Delhi,so2,246,0.2,52.4,4,183.77,,
6/20/2017,IN,Delhi,pm25,307,13,243,117,21303.3,,
6/20/2017,IN,Delhi,no2,313,1.5,130.1,14.5,3097.03,,
6/21/2017,IN,Delhi,co,232,0.1,86.9,8.4,1264.84,,
6/21/2017,IN,Delhi,pm10,131,27,181,84,9757.27,,
6/21/2017,IN,Delhi,o3,198,0.5,47.2,11,975.71,,
6/21/2017,IN,Delhi,so2,223,0.5,170.1,5.6,1398.37,,
6/21/2017,IN,Delhi,pm25,303,52,420,154,18958.2,,
6/21/2017,IN,Delhi,no2,305,1.6,59.2,13.2,1604.7,,
6/22/2017,IN,Delhi,co,228,0.1,61,8.3,984.5,,
6/22/2017,IN,Delhi,pm10,120,30,884,90,131434,,
6/22/2017,IN,Delhi,o3,203,0.5,70,10.2,1949,,
6/22/2017,IN,Delhi,so2,227,0.5,46.7,4.6,175.25,,
6/22/2017,IN,Delhi,pm25,290,56,370,155,14974.4,,
6/22/2017,IN,Delhi,no2,289,1.5,56.3,11.9,1332.52,,
6/23/2017,IN,Delhi,co,234,0.1,353.5,7.8,5434.47,,
6/23/2017,IN,Delhi,pm10,120,36,856,97,151687,,
6/23/2017,IN,Delhi,o3,216,0.5,78.9,11.8,2934.3,,
6/23/2017,IN,Delhi,so2,240,0.5,132.3,5.7,855.77,,
6/23/2017,IN,Delhi,pm25,301,66,420,152,47433.4,,
6/23/2017,IN,Delhi,no2,301,0.1,101.2,10.7,2462.05,,
6/24/2017,IN,Delhi,co,220,0.1,54.6,9.3,1065.67,,
6/24/2017,IN,Delhi,pm10,120,64,999,118,354760,,
6/24/2017,IN,Delhi,o3,197,0.1,136,17.3,7378.47,,
6/24/2017,IN,Delhi,so2,219,0.5,57.2,6.5,464.63,,
6/24/2017,IN,Delhi,pm25,293,78,321,160,17991.2,,
6/24/2017,IN,Delhi,no2,292,0.4,100.7,13.6,2729.4,,
6/25/2017,IN,Delhi,co,235,0.1,49.2,6.7,402.92,,
6/25/2017,IN,Delhi,pm10,120,73,445,125,32163.1,,
6/25/2017,IN,Delhi,o3,211,0.9,86.8,17.1,3438.51,,
6/25/2017,IN,Delhi,so2,230,0.4,26.9,5.8,191.24,,
6/25/2017,IN,Delhi,pm25,300,79,420,166,28300.4,,
6/25/2017,IN,Delhi,no2,307,0.8,56.3,13.1,1643.01,,
6/26/2017,IN,Delhi,co,225,0.1,49.5,8,462.85,,
6/26/2017,IN,Delhi,pm10,120,62,253,101,25513.2,,
6/26/2017,IN,Delhi,o3,205,2.1,83.1,15.6,2546.58,,
6/26/2017,IN,Delhi,so2,223,0.5,25.6,5.7,146.48,,
6/26/2017,IN,Delhi,pm25,277,73,420,152,22667.8,,
6/26/2017,IN,Delhi,no2,297,0.4,48,9.2,1035.1,,
6/27/2017,IN,Delhi,co,221,0.1,360.7,8.8,5878.24,,
6/27/2017,IN,Delhi,pm10,119,52,259,96,27110,,
6/27/2017,IN,Delhi,o3,199,0.9,44,10.2,707.17,,
6/27/2017,IN,Delhi,so2,220,0.4,86.2,4.4,469.2,,
6/27/2017,IN,Delhi,pm25,279,54,420,133,34872.5,,
6/27/2017,IN,Delhi,no2,284,0.2,55.7,11.4,997.85,,
6/28/2017,IN,Delhi,co,182,0.1,53.5,6.7,487.11,,
6/28/2017,IN,Delhi,pm10,112,16,161,67,6358.38,,
6/28/2017,IN,Delhi,o3,160,0.6,33.3,7.8,419.51,,
6/28/2017,IN,Delhi,so2,182,0.5,51,4.7,353.84,,
6/28/2017,IN,Delhi,pm25,253,30,243,117,13696.2,,
6/28/2017,IN,Delhi,no2,254,1.5,157.6,9.3,2776.16,,
6/29/2017,IN,Delhi,co,186,0.1,24.4,7.8,252.4,,
6/29/2017,IN,Delhi,pm10,107,6,312,55,17359.6,,
6/29/2017,IN,Delhi,o3,172,0.5,22.3,5.7,253.77,,
6/29/2017,IN,Delhi,so2,184,0.1,14.8,4.6,114.76,,
6/29/2017,IN,Delhi,pm25,254,13,999,106,56036.8,,
6/29/2017,IN,Delhi,no2,258,4.1,41.6,10.3,807.65,,
6/30/2017,IN,Delhi,co,221,0.1,40.7,8.4,760.09,,
6/30/2017,IN,Delhi,pm10,117,13,113,57,2577.9,,
6/30/2017,IN,Delhi,o3,199,0.8,116.9,4.9,1092.87,,
6/30/2017,IN,Delhi,so2,218,0.5,16.7,4.6,116.91,,
6/30/2017,IN,Delhi,pm25,290,15,231,105,13100.9,,
6/30/2017,IN,Delhi,no2,292,1.9,40.7,10.7,745.32,,
7/1/2017,IN,Delhi,co,224,0.1,49,10.5,1200.85,,
7/1/2017,IN,Delhi,pm10,119,22,367,78,22330.7,,
7/1/2017,IN,Delhi,o3,191,0.5,168.2,8.6,7425.1,,
7/1/2017,IN,Delhi,so2,218,0.2,49.7,4.9,236.65,,
7/1/2017,IN,Delhi,pm25,279,33,257,137,11591.7,,
7/1/2017,IN,Delhi,no2,294,1.9,36.8,10.3,600.34,,
7/2/2017,IN,Delhi,co,201,0.1,48.2,6.9,392.94,,
7/2/2017,IN,Delhi,pm10,120,1,151,59,15073.7,,
7/2/2017,IN,Delhi,o3,188,0.6,196.8,6.5,3138.28,,
7/2/2017,IN,Delhi,so2,202,0.5,22.3,5.1,103.09,,
7/2/2017,IN,Delhi,pm25,253,10,420,99,18418.6,,
7/2/2017,IN,Delhi,no2,276,1.9,33.7,9.9,442.26,,
