Date,Country,City,Specie,count,min,max,median,variance
1/3/2016,IN,Hyderabad,co,34,2,31.8,4.7,490.75
1/3/2016,IN,Hyderabad,pm10,17,70,92,75,657.79
1/3/2016,IN,Hyderabad,o3,31,0.9,36.2,24.4,1493.79
1/3/2016,IN,Hyderabad,so2,34,0.5,40.6,2.9,477.16
1/3/2016,IN,Hyderabad,pm25,51,84,191,154,7927.54
1/3/2016,IN,Hyderabad,no2,34,0.8,26,1.9,505.65
1/4/2016,IN,Hyderabad,co,48,2.9,29,9.4,324.92
1/4/2016,IN,Hyderabad,pm10,24,70,98,70,981.74
1/4/2016,IN,Hyderabad,o3,44,0.5,32.9,14.7,1356.63
1/4/2016,IN,Hyderabad,so2,48,0.9,53.3,4.1,821
1/4/2016,IN,Hyderabad,pm25,72,127,420,159,31340.4
1/4/2016,IN,Hyderabad,no2,48,0.8,26.7,2.2,612.16
1/5/2016,IN,Hyderabad,co,48,2.9,20.3,8.7,196.19
1/5/2016,IN,Hyderabad,pm10,24,70,96,70,1219.55
1/5/2016,IN,Hyderabad,o3,46,0.5,32.9,12.6,1235.18
1/5/2016,IN,Hyderabad,so2,48,0.5,60.1,2.9,998.74
1/5/2016,IN,Hyderabad,pm25,70,147,244,162,2398.46
1/5/2016,IN,Hyderabad,no2,46,0.8,27.8,3.7,629.2
1/6/2016,IN,Hyderabad,co,48,3.5,17.6,10.3,139.02
1/6/2016,IN,Hyderabad,pm10,24,68,95,70,534.71
1/6/2016,IN,Hyderabad,o3,48,0.5,48.7,11,1666.91
1/6/2016,IN,Hyderabad,so2,48,0.9,60.1,2.5,1203.42
1/6/2016,IN,Hyderabad,pm25,72,40,420,164,34416
1/6/2016,IN,Hyderabad,no2,47,0.4,27.5,3.7,875.3
1/7/2016,IN,Hyderabad,co,48,2.4,17.6,6.9,125.2
1/7/2016,IN,Hyderabad,pm10,24,62,93,70,645.05
1/7/2016,IN,Hyderabad,o3,43,2.5,86.5,13.9,2021.82
1/7/2016,IN,Hyderabad,so2,48,0.5,50.4,4.1,808.41
1/7/2016,IN,Hyderabad,pm25,72,104,172,156,3454.24
1/7/2016,IN,Hyderabad,no2,47,0.4,20.2,4.4,355.98
1/8/2016,IN,Hyderabad,co,48,2.2,16.9,8.9,163.08
1/8/2016,IN,Hyderabad,pm10,24,61,95,70,582.83
1/8/2016,IN,Hyderabad,o3,39,0.5,86.5,22,6525.64
1/8/2016,IN,Hyderabad,so2,46,0.5,40.6,3.7,435.87
1/8/2016,IN,Hyderabad,pm25,72,102,188,154,3838.11
1/8/2016,IN,Hyderabad,no2,48,0.8,27.1,3,727.2
1/9/2016,IN,Hyderabad,co,48,1.9,18.1,10.5,178.74
