Date,Country,City,Specie,count,min,max,median,variance
1/1/2019,IN,Hyderabad,co,118,1.9,31.1,7.2,287.79
1/1/2019,IN,Hyderabad,pm10,96,54,116,102,3821.39
1/1/2019,IN,Hyderabad,humidity,140,21,86.2,45.5,2321.82
1/1/2019,IN,Hyderabad,so2,120,0.5,53.9,7.4,1142.11
1/1/2019,IN,Hyderabad,no2,117,5.3,90,25.1,3348.53
1/1/2019,IN,Hyderabad,pressure,140,956.7,1024,1021,2169.55
1/1/2019,IN,Hyderabad,wind-speed,120,0.3,9.5,0.5,40.77
1/1/2019,IN,Hyderabad,dew,120,3,8.1,5,12.6
1/1/2019,IN,Hyderabad,temperature,140,8.5,33.9,28.9,410.77
1/1/2019,IN,Hyderabad,o3,118,0.4,52.9,10.4,1250.9
1/1/2019,IN,Hyderabad,pm25,137,89,227,161,6117.57
1/2/2019,IN,Hyderabad,co,118,2.9,29.1,8.4,261.99
1/2/2019,IN,Hyderabad,pm10,96,70,117,106,2027.84
1/2/2019,IN,Hyderabad,humidity,144,24.5,93,47.7,2769.05
1/2/2019,IN,Hyderabad,so2,120,0.9,20.3,6,137.36
1/2/2019,IN,Hyderabad,no2,119,7.2,89.5,29.9,3339.7
1/2/2019,IN,Hyderabad,pressure,144,955.1,1024,1020,2154.83
1/2/2019,IN,Hyderabad,wind-speed,120,0.3,5.8,0.5,20.17
1/2/2019,IN,Hyderabad,dew,112,1,10.9,7,63.49
1/2/2019,IN,Hyderabad,temperature,144,9,34.1,29.1,423.46
1/2/2019,IN,Hyderabad,o3,119,0.1,54.8,8,1622.21
1/2/2019,IN,Hyderabad,pm25,141,107,246,161,3384.78
1/3/2019,IN,Hyderabad,co,119,1.8,26.5,8.5,259.56
1/3/2019,IN,Hyderabad,pm10,96,39,117,108,3876.4
1/3/2019,IN,Hyderabad,humidity,144,26,93,54.5,2848.92
1/3/2019,IN,Hyderabad,so2,120,0.1,26.7,4.4,161.6
1/3/2019,IN,Hyderabad,no2,119,5.1,89.3,27.6,3750.78
1/3/2019,IN,Hyderabad,pressure,144,956.1,1025,1021,2134.36
1/3/2019,IN,Hyderabad,wind-speed,120,0.3,5.2,0.6,18.1
1/3/2019,IN,Hyderabad,dew,120,4,16,9,70.01
1/3/2019,IN,Hyderabad,temperature,144,9,33.8,29.1,373.03
1/3/2019,IN,Hyderabad,o3,117,0.2,63.2,6.5,1945.47
1/3/2019,IN,Hyderabad,pm25,135,68,225,162,6651.42
1/4/2019,IN,Hyderabad,co,118,1.3,26.9,7.2,197.64
1/4/2019,IN,Hyderabad,pm10,96,77,117,104,1179.31
1/4/2019,IN,Hyderabad,humidity,144,33.7,100,54.5,2380.05
1/4/2019,IN,Hyderabad,so2,120,0.2,17.1,5.2,163.78
1/4/2019,IN,Hyderabad,no2,120,7,82.6,26.2,2657.05
1/4/2019,IN,Hyderabad,pressure,144,956,1023,1020,2113.16
1/4/2019,IN,Hyderabad,wind-speed,120,0.3,6.7,0.8,30.6
1/4/2019,IN,Hyderabad,dew,120,9.5,18,12.5,38.89
1/4/2019,IN,Hyderabad,temperature,144,13,34.3,29,301.18
1/4/2019,IN,Hyderabad,o3,120,0.4,47.9,9.6,1321.58
1/4/2019,IN,Hyderabad,pm25,144,144,232,162,948.8
1/5/2019,IN,Hyderabad,co,119,1.8,22.6,6.6,81.12
1/5/2019,IN,Hyderabad,pm10,96,67,116,95,1570.52
1/5/2019,IN,Hyderabad,humidity,144,30,100,60.5,2928.89
1/5/2019,IN,Hyderabad,so2,120,0.2,55,3.2,261.48
1/5/2019,IN,Hyderabad,no2,120,6,72.8,18.4,1676.74
1/5/2019,IN,Hyderabad,pressure,144,954.7,1022,1019,2095.38
1/5/2019,IN,Hyderabad,wind-speed,120,0.3,6.5,0.8,31.98
1/5/2019,IN,Hyderabad,dew,120,9.5,17,13.2,34.62
1/5/2019,IN,Hyderabad,temperature,144,13,34.3,29.1,321.56
1/5/2019,IN,Hyderabad,o3,120,1.5,52.4,13.1,1321.31
1/5/2019,IN,Hyderabad,pm25,144,124,201,162,1444.44
1/6/2019,IN,Hyderabad,co,114,1,11.3,6.5,30.51
1/6/2019,IN,Hyderabad,pm10,93,77,116,102,1004.78
1/6/2019,IN,Hyderabad,humidity,140,38.2,100,64,2559.95
1/6/2019,IN,Hyderabad,so2,117,0.2,9.6,2.9,40.04
1/6/2019,IN,Hyderabad,no2,117,7,75.3,14,1349.09
1/6/2019,IN,Hyderabad,pressure,144,952.9,1021,1017.5,2119.5
1/6/2019,IN,Hyderabad,wind-speed,116,0.3,8,1,32.46
1/6/2019,IN,Hyderabad,dew,120,11.3,17,14,15.55
1/6/2019,IN,Hyderabad,temperature,140,14,34.1,28.8,289
1/6/2019,IN,Hyderabad,o3,117,4.1,51.4,15.8,1246.76
1/6/2019,IN,Hyderabad,pm25,141,147,201,163,919.84
1/7/2019,IN,Hyderabad,co,108,1.5,21.3,6.2,132.79
1/7/2019,IN,Hyderabad,pm10,87,68,117,103,1082.22
1/7/2019,IN,Hyderabad,humidity,136,35,100,56.7,3010.75
1/7/2019,IN,Hyderabad,so2,109,0.2,27.3,2.9,114.2
1/7/2019,IN,Hyderabad,no2,111,4.9,86.8,18.3,2933.15
1/7/2019,IN,Hyderabad,pressure,144,951.9,1020,1017,2139.28
1/7/2019,IN,Hyderabad,wind-speed,112,0.3,6.6,0.8,29.88
1/7/2019,IN,Hyderabad,dew,120,9,15.9,11,45.59
1/7/2019,IN,Hyderabad,temperature,136,13,33.9,28.9,311.19
1/7/2019,IN,Hyderabad,o3,111,0.3,52.1,14.4,1369.58
